Well Log Id,Well Comp Dt,Year,Well Depth Qt,Well Diameter Qt,Well Depth,elevation,elevation (ft),St Plane Xcoord Nr,St Plane Ycoord Nr,latitude,longitude
61381,12/31/1988,1988,68,6,112.4462,55,180.4462,1136617,864058,47.68467604,-122.5453183
61382,9/9/1980,1980,264,12,-1.5328,80,262.4672,1141518,846738,47.63756137,-122.5236265
61414,2/18/1983,1983,225,6,-31.43044,59,193.56956,1138968,850819,47.64856466,-122.5343921
61479,8/25/1992,1992,90,6,64.19948,47,154.19948,1127189,855052,47.65932154,-122.5826112
61528,5/9/1991,1991,273,6,-23.65616,76,249.34384,1135594,873308,47.70994998,-122.5504456
61534,9/15/1986,1986,53,6,124.16536,54,177.16536,1140642,866555,47.69180328,-122.5292457
61539,5/18/1984,1984,64,6,109.88452,53,173.88452,1143342,869124,47.69903277,-122.5185545
61541,1/21/1983,1983,225,6,-146.25984,24,78.74016,1139454,870543,47.70264733,-122.5344848
61553,10/26/1990,1990,74,6,-70.71916,1,3.28084,1128861,831151,47.59394735,-122.5732809
61572,7/22/1983,1983,67,6,47.8294,35,114.8294,1132289,847008,47.63764627,-122.5610728
61589,9/12/1986,1986,82,6,105.00788,57,187.00788,1134325,874659,47.71356141,-122.5557406
61595,1/30/1990,1990,250,6,120.73492,113,370.73492,1141235,836178,47.60860377,-122.5236752
61609,3/27/1987,1987,51,6,106.48032,48,157.48032,1135307,864084,47.68465406,-122.550637
61613,5/2/1989,1989,46,6,131.16536,54,177.16536,1140642,866555,47.69180328,-122.5292457
61628,2/28/1984,1984,55,6,56.54856,34,111.54856,1135337,865393,47.68824312,-122.5506534
61633,7/22/1987,1987,152,6,21.88452,53,173.88452,1147994,845308,47.63409515,-122.4972231
61636,9/4/1984,1984,58,6,30.58268,27,88.58268,1129694,849717,47.64488326,-122.5718824
61637,4/29/1993,1993,129,6,25.19948,47,154.19948,1127189,855052,47.65932154,-122.5826112
61661,8/7/1990,1990,150,6,33.72704,56,183.72704,1137526,845573,47.6340871,-122.5396895
61662,7/23/1990,1990,57,6,100.48032,48,157.48032,1132334,849657,47.64490842,-122.5611711
61664,11/15/1984,1984,265,6,-265,0,0,1131469,868139,47.69549098,-122.5666426
61683,8/4/1979,1979,75,6,112.00788,57,187.00788,1134832,842994,47.62682847,-122.5503394
61708,2/22/1991,1991,157,6,92.34384,76,249.34384,1142516,835960,47.60809634,-122.5184617
61709,6/21/1989,1989,293,6,-63.3412,70,229.6588,1136294,849586,47.64499639,-122.5451061
61717,10/12/1978,1978,123,6,44.32284,51,167.32284,1132749,866768,47.69182599,-122.5613019
61736,5/8/1989,1989,68,6,283.04988,107,351.04988,1131131,844388,47.63038375,-122.5654895
61743,3/14/1979,1979,105,6,-52.50656,16,52.49344,1135480,835027,47.60504263,-122.5468744
61750,12/11/1985,1985,220,6,104.80316,99,324.80316,1135001,850934,47.64859825,-122.5504912
61758,2/21/1991,1991,103,6,-20.979,25,82.021,1140321,852087,47.65213485,-122.5290376
61764,8/31/1979,1979,148,6,6.19948,47,154.19948,1127189,855052,47.65932154,-122.5826112
61773,2/28/1979,1979,113,6,306.94752,128,419.94752,1129401,843098,47.62672444,-122.5723652
61780,4/17/1976,1976,72,6,147.81628,67,219.81628,1137555,846897,47.63771729,-122.5397107
61799,4/29/1983,1983,196,6,-94.29396,31,101.70604,1136964,874557,47.71346993,-122.5450151
61830,8/22/1983,1983,138,6,-88.7874,15,49.2126,1130970,847035,47.63762566,-122.5664234
61841,10/31/1990,1990,53,6,35.58268,27,88.58268,1128921,833874,47.60141352,-122.5733278
61848,6/23/1989,1989,80,6,-30.7874,15,49.2126,1130970,847035,47.63762566,-122.5664234
61854,8/8/1979,1979,162,6,11.88452,53,173.88452,1134087,868058,47.69545654,-122.5560082
61872,12/23/1994,1994,22,36,-22,0,0,1147043,857151,47.6664824,-122.5022977
61887,8/24/1977,1977,85,6,154.50132,73,239.50132,1134802,841673,47.62320642,-122.5503218
61889,3/9/1979,1979,38,6,126.042,50,164.042,1133838,857570,47.6666995,-122.555909
61901,1/5/1977,1977,154,6,65.81628,67,219.81628,1133544,844340,47.630425,-122.5557026
61910,8/27/1979,1979,30,6,134.042,50,164.042,1133838,857570,47.6666995,-122.555909
61921,11/13/1978,1978,44,6,70.8294,35,114.8294,1134562,859518,47.67208914,-122.5531778
61932,7/9/1997,1997,490,6,-414.54068,23,75.45932,1145888,863778,47.68456161,-122.5076676
61950,3/6/1987,1987,66,6,-46.31496,6,19.68504,1128374,849749,47.64487579,-122.5772383
61962,6/21/1988,1988,169,6,14.72704,56,183.72704,1132821,870755,47.70275623,-122.5614327
61973,12/26/1986,1986,73,6,156.6588,70,229.6588,1130177,831145,47.5940256,-122.5679491
61981,1/31/1989,1989,208,6,211.94752,128,419.94752,1129401,843098,47.62672444,-122.5723652
61992,11/13/1996,1996,580,6,-465.1706,35,114.8294,1142098,870464,47.70261728,-122.5237436
61994,6/24/1982,1982,75,6,102.16536,54,177.16536,1129817,855002,47.65937423,-122.5719467
62008,4/14/1975,1975,50,6,137.00788,57,187.00788,1134832,842994,47.62682847,-122.5503394
62027,8/14/1987,1987,118,6,108.37796,69,226.37796,1137616,849549,47.64498882,-122.5397415
62045,11/1/1989,1989,357,6,62.94752,128,419.94752,1129404,844423,47.6303555,-122.5724942
62056,6/24/1981,1981,78,6,59.79528,42,137.79528,1127207,856371,47.66293718,-122.5826795
62062,10/21/1981,1981,143,6,7.91864,46,150.91864,1128395,851072,47.64850263,-122.5772945
62084,6/10/1979,1979,115,6,111.37796,69,226.37796,1134765,840350,47.61957837,-122.5503323
62088,2/14/1979,1979,201,6,-197.71916,1,3.28084,1128861,831151,47.59394735,-122.5732809
62091,9/5/1989,1989,28,6,142.60368,52,170.60368,1142525,837883,47.61336663,-122.5186247
62141,8/6/1983,1983,91,8,-87.71916,1,3.28084,1128861,831151,47.59394735,-122.5732809
62162,11/1/1979,1979,94,6,217.6798,95,311.6798,1143123,858579,47.67012166,-122.5183479
62201,6/17/1982,1982,365,6,-220.64304,44,144.35696,1143809,836902,47.61076831,-122.5133197
62207,1/16/1992,1992,121,6,-6.1706,35,114.8294,1125887,856392,47.66289907,-122.588036
62220,2/22/1979,1979,58,6,73.2336,40,131.2336,1135279,861483,47.67752478,-122.5504762
62252,5/29/1979,1979,153,6,30.72704,56,183.72704,1129150,854358,47.65756147,-122.5745834
62253,5/29/1979,1979,158,6,-20.20472,42,137.79528,1127207,856371,47.66293718,-122.5826795
62254,7/14/1982,1982,108,6,46.19948,47,154.19948,1127189,855052,47.65932154,-122.5826112
62265,6/26/1987,1987,69,6,88.48032,48,157.48032,1132334,849657,47.64490842,-122.5611711
62266,9/4/1984,1984,80,6,18.4252,30,98.4252,1131488,831138,47.5941005,-122.5626374
62271,3/3/1989,1989,100,6,-100,0,0,1131631,873456,47.71007206,-122.5665506
62285,7/21/1989,1989,138,6,-138,0,0,1131469,868139,47.69549098,-122.5666426
62307,5/21/1990,1990,60,6,127.00788,57,187.00788,1134832,842994,47.62682847,-122.5503394
62319,6/16/1979,1979,173,6,23.8504,60,196.8504,1134118,869384,47.69909224,-122.5560226
62350,4/12/1985,1985,154,8,46.13124,61,200.13124,1144208,849288,47.64473778,-122.512984
62355,6/4/1986,1986,94,6,106.13124,61,200.13124,1144208,849288,47.64473778,-122.512984
62357,6/19/1985,1985,94,6,122.53544,66,216.53544,1132480,856277,47.66305925,-122.5612807
62378,1/25/1979,1979,242,6,66.39896,94,308.39896,1133408,839058,47.61594111,-122.5556957
62405,6/15/1987,1987,78,6,49.95276,39,127.95276,1142931,850651,47.64838335,-122.5183037
62415,11/21/1986,1986,243,6,91.64568,102,334.64568,1132191,843044,47.62677683,-122.5610501
62426,2/20/1991,1991,53,6,22.45932,23,75.45932,1145888,863778,47.68456161,-122.5076676
62435,3/11/1991,1991,96,6,123.81628,67,219.81628,1137555,846897,47.63771729,-122.5397107
62436,6/12/1985,1985,83,6,143.37796,69,226.37796,1134765,840350,47.61957837,-122.5503323
62439,10/3/1988,1988,95,6,190.43308,87,285.43308,1134974,849609,47.64496548,-122.550461
62440,12/8/1986,1986,295,6,-137.51968,48,157.48032,1140001,838854,47.61584999,-122.5289546
62444,5/5/1989,1989,255,6,-166.41732,27,88.58268,1133988,861517,47.67752585,-122.5557179
62447,10/24/1989,1989,54,6,106.76116,49,160.76116,1128332,847099,47.63761112,-122.5771256
62453,7/27/1987,1987,95,6,3.4252,30,98.4252,1131488,831138,47.5941005,-122.5626374
62494,1/28/1994,1994,594,12,-413.5538,55,180.4462,1145125,837884,47.61355128,-122.5080881
62529,4/13/1989,1989,1053,8,-826.62204,69,226.37796,1136265,848260,47.64136073,-122.5450842
62530,5/16/1983,1983,136,8,-44.13648,28,91.86352,1137498,844254,47.63047068,-122.5396647
62531,5/26/1983,1983,138,8,-46.13648,28,91.86352,1137498,844254,47.63047068,-122.5396647
62532,2/4/1988,1988,144,8,-52.13648,28,91.86352,1137498,844254,47.63047068,-122.5396647
62533,10/15/1985,1985,152,8,-60.13648,28,91.86352,1137498,844254,47.63047068,-122.5396647
62534,8/6/1976,1976,149,12,-76.82152,22,72.17848,1140087,842830,47.62675152,-122.5290207
62542,12/29/1989,1989,126,6,93.81628,67,219.81628,1133544,844340,47.630425,-122.5557026
62547,11/28/1989,1989,78,6,10.58268,27,88.58268,1129694,849717,47.64488326,-122.5718824
62566,6/15/1989,1989,250,6,38.71392,88,288.71392,1134274,873359,47.70999556,-122.5558101
62569,5/10/1974,1974,60,6,264.80316,99,324.80316,1143160,859894,47.67372768,-122.5183344
62570,11/14/1976,1976,66,6,258.80316,99,324.80316,1143160,859894,47.67372768,-122.5183344
62651,11/5/1992,1992,38,60,168.69292,63,206.69292,1138078,833624,47.60138227,-122.5362008
62691,1/14/1987,1987,161,6,-29.7664,40,131.2336,1132952,873409,47.71003801,-122.5611825
62701,2/11/1994,1994,109,6,120.6588,70,229.6588,1141969,866515,47.69178712,-122.5238558
62720,8/18/1978,1978,84,6,-84,0,0,1151210,825604,47.58032137,-122.4821769
62725,10/8/1991,1991,462,6,-288.11548,53,173.88452,1135694,875910,47.71708701,-122.5503143
62726,1/23/1989,1989,91,6,125.53544,66,216.53544,1132480,856277,47.66305925,-122.5612807
62727,6/14/1990,1990,123,6,106.6588,70,229.6588,1141969,866515,47.69178712,-122.5238558
62728,3/8/1980,1980,123,6,116.50132,73,239.50132,1141946,865200,47.68818211,-122.5238122
62777,1/1/1980,1980,299,6,-157.92388,43,141.07612,1141323,838801,47.61579783,-122.5235914
62804,9/4/1974,1974,65,6,269.64568,102,334.64568,1132191,843044,47.62677683,-122.5610501
62823,5/16/1991,1991,253,6,-111.92388,43,141.07612,1141323,838801,47.61579783,-122.5235914
62837,7/18/1991,1991,59,6,262.52232,98,321.52232,1132155,841724,47.62315709,-122.5610562
62845,10/27/1988,1988,110,6,17.95276,39,127.95276,1143799,835923,47.60808482,-122.513259
62849,6/1/1992,1992,59,6,-42.5958,5,16.4042,1130156,829824,47.59040413,-122.5678938
62879,6/28/1985,1985,63,6,51.8294,35,114.8294,1127169,853731,47.65570028,-122.5825508
62923,3/27/1974,1974,77,6,123.13124,61,200.13124,1143050,855942,47.66289048,-122.5183703
62947,9/23/1988,1988,80,6,-76.71916,1,3.28084,1128861,831151,47.59394735,-122.5732809
62990,7/24/1987,1987,460,6,-190.97112,82,269.02888,1145080,835891,47.60808663,-122.5080648
63002,10/7/1978,1978,31,6,126.48032,48,157.48032,1132798,869426,47.6991129,-122.561385
63007,11/16/1985,1985,124,6,26.91864,46,150.91864,1127075,851104,47.64849492,-122.5826507
63008,5/14/1988,1988,98,6,131.6588,70,229.6588,1141969,866515,47.69178712,-122.5238558
63035,1/17/1989,1989,217,6,12.6588,70,229.6588,1136589,862753,47.68109807,-122.5452946
63048,6/17/1987,1987,53,6,-39.87664,4,13.12336,1135446,833706,47.60142025,-122.5468733
63070,10/20/1992,1992,100,6,126.37796,69,226.37796,1134765,840350,47.61957837,-122.5503323
63095,2/24/1984,1984,202,6,-34.67716,51,167.32284,1127262,857689,47.66655275,-122.5825976
63099,4/26/1989,1989,209,6,115.80316,99,324.80316,1135001,850934,47.64859825,-122.5504912
63102,3/21/1990,1990,59,6,6.6168,20,65.6168,1138045,832300,47.59775173,-122.536196
63130,2/17/1984,1984,46,6,13.05512,18,59.05512,1145981,869077,47.69908859,-122.5078377
63136,6/16/1986,1986,425,6,-44.42256,116,380.57744,1131106,843067,47.62676207,-122.5654506
63140,11/9/1979,1979,153,6,-25.04724,39,127.95276,1143799,835923,47.60808482,-122.513259
63161,6/13/1980,1980,181,6,147.084,100,328.084,1141278,837490,47.6122021,-122.5236374
63183,10/24/1987,1987,108,6,42.91864,46,150.91864,1127075,851104,47.64849492,-122.5826507
63187,4/6/1979,1979,78,6,-5.82152,22,72.17848,1125869,855073,47.65928344,-122.5879674
63198,5/23/1984,1984,180,6,148.084,100,328.084,1141278,837490,47.6122021,-122.5236374
63236,5/22/1979,1979,77,6,103.4462,55,180.4462,1142789,845383,47.63393752,-122.5183328
63247,12/24/1992,1992,157,6,253.105,125,410.105,1129402,841775,47.62309914,-122.5722202
63252,5/18/1990,1990,38,6,76.8294,35,114.8294,1132355,850981,47.64853801,-122.5612263
63293,9/8/1980,1980,65,6,118.72704,56,183.72704,1132821,870755,47.70275623,-122.5614327
63297,1/21/1980,1980,97,6,86.72704,56,183.72704,1137526,845573,47.6340871,-122.5396895
63330,12/1/1978,1978,74,6,145.81628,67,219.81628,1137555,846897,47.63771729,-122.5397107
63357,1/18/1990,1990,62,6,79.07612,43,141.07612,1141323,838801,47.61579783,-122.5235914
63391,9/26/1994,1994,93,6,215.39896,94,308.39896,1133511,843020,47.62680548,-122.5556969
63392,2/4/1994,1994,96,6,212.39896,94,308.39896,1133511,843020,47.62680548,-122.5556969
63420,5/13/1988,1988,536,6,-536,0,0,1140727,869187,47.6990215,-122.5291756
63424,6/21/1979,1979,100,6,126.37796,69,226.37796,1137616,849549,47.64498882,-122.5397415
63425,5/23/1990,1990,111,6,10.39108,37,121.39108,1129999,860283,47.67385838,-122.5717713
63449,3/11/1992,1992,99,6,117.53544,66,216.53544,1135440,869343,47.69907421,-122.5506522
63466,6/24/1991,1991,22,36,-8.87664,4,13.12336,1135446,833706,47.60142025,-122.5468733
63468,8/8/1985,1985,92,6,9.70604,31,101.70604,1132697,861549,47.6775212,-122.5609594
63542,4/13/1981,1981,50,6,110.76116,49,160.76116,1143293,866485,47.6917979,-122.5184792
63566,6/28/1990,1990,175,6,97.30972,83,272.30972,1142521,836921,47.61073015,-122.5185411
63571,3/25/1993,1993,60,6,48.26772,33,108.26772,1136760,869303,47.69905854,-122.5452901
63579,8/3/1978,1978,65,6,102.32284,51,167.32284,1132749,866768,47.69182599,-122.5613019
63633,5/1/1984,1984,236,6,-104.7664,40,131.2336,1135366,866703,47.69183484,-122.550674
63669,3/5/1987,1987,190,6,138.084,100,328.084,1141278,837490,47.6122021,-122.5236374
63713,6/12/1992,1992,311,6,-179.7664,40,131.2336,1135366,866703,47.69183484,-122.550674
63748,10/29/1990,1990,50,6,-46.71916,1,3.28084,1128861,831151,47.59394735,-122.5732809
63754,8/4/1981,1981,101,6,20.39108,37,121.39108,1129999,860283,47.67385838,-122.5717713
63757,8/6/1985,1985,125,6,-16.73228,33,108.26772,1131959,865610,47.68859623,-122.5643851
63774,6/11/1979,1979,62,6,348.105,125,410.105,1129402,841775,47.62309914,-122.5722202
63787,11/21/1973,1973,132,6,104.22048,72,236.22048,1139948,864609,47.68642186,-122.5318588
63788,5/27/1975,1975,134,6,102.22048,72,236.22048,1139948,864609,47.68642186,-122.5318588
63804,4/18/1973,1973,134,6,26.76116,49,160.76116,1144825,848623,47.64295861,-122.5104134
63833,12/7/1978,1978,119,6,-66.50656,16,52.49344,1135480,835027,47.60504263,-122.5468744
63905,10/31/1988,1988,546,6,-418.04724,39,127.95276,1140680,867871,47.69541208,-122.5292289
63910,12/7/1988,1988,65,6,-45.31496,6,19.68504,1128374,849749,47.64487579,-122.5772383
63913,8/6/1975,1975,307,6,-156.08136,46,150.91864,1138030,867946,47.69543024,-122.5399926
63916,4/30/1989,1989,170,6,36.69292,63,206.69292,1139051,854780,47.65942471,-122.5344699
63929,6/12/1977,1977,56,6,88.35696,44,144.35696,1133605,846985,47.63767737,-122.5557348
63940,9/2/1977,1977,172,6,-103.10236,21,68.89764,1137013,875860,47.71704385,-122.5449533
63942,7/23/1980,1980,64,6,119.72704,56,183.72704,1132821,870755,47.70275623,-122.5614327
63944,5/9/1978,1978,200,6,-200,0,0,1128704,860305,47.67382532,-122.5770276
63947,11/14/1988,1988,151,6,98.34384,76,249.34384,1134947,848285,47.64133545,-122.5504309
63983,8/31/1983,1983,183,6,4.00788,57,187.00788,1138998,852142,47.65219216,-122.5344088
63998,4/20/1990,1990,50,6,104.19948,47,154.19948,1129790,853680,47.65574971,-122.5719154
64014,10/25/1983,1983,100,6,41.07612,43,141.07612,1129883,857645,47.66662137,-122.5719607
64018,7/5/1990,1990,327,6,-176.08136,46,150.91864,1131162,856302,47.66303323,-122.5666296
64059,8/11/1977,1977,76,6,38.8294,35,114.8294,1125887,856392,47.66289907,-122.588036
64104,9/12/1980,1980,65,6,72.79528,42,137.79528,1127207,856371,47.66293718,-122.5826795
64105,1/8/1992,1992,406,6,-255.08136,46,150.91864,1138030,867946,47.69543024,-122.5399926
64116,6/4/1987,1987,161,6,12.88452,53,173.88452,1147994,845308,47.63409515,-122.4972231
64173,10/6/1974,1974,79,6,104.72704,56,183.72704,1142004,867831,47.6953957,-122.5238509
64174,4/5/1988,1988,98,6,85.72704,56,183.72704,1142004,867831,47.6953957,-122.5238509
64188,2/4/1988,1988,209,6,-21.99212,57,187.00788,1145474,847948,47.64115422,-122.5077121
64190,6/2/1989,1989,130,6,70.13124,61,200.13124,1144208,849288,47.64473778,-122.512984
64195,7/13/1974,1974,54,6,80.51444,41,134.51444,1128480,853706,47.65572652,-122.5772311
64203,5/14/1985,1985,35,6,96.2336,40,131.2336,1135279,861483,47.67752478,-122.5504762
64239,7/1/1990,1990,136,6,83.81628,67,219.81628,1145102,836890,47.61082577,-122.5080787
64277,10/18/1983,1983,45,6,23.89764,21,68.89764,1128352,848425,47.64124613,-122.5771861
64287,3/25/1983,1983,227,6,-99.04724,39,127.95276,1128573,857667,47.66658721,-122.5772771
64311,12/16/1977,1977,133,8,37.60368,52,170.60368,1142525,837883,47.61336663,-122.5186247
64371,1/16/1988,1988,323,6,-165.51968,48,157.48032,1140001,838854,47.61584999,-122.5289546
64376,1/24/1991,1991,88,6,322.105,125,410.105,1129402,841775,47.62309914,-122.5722202
64377,7/24/1992,1992,216,6,-84.7664,40,131.2336,1127151,852411,47.65208189,-122.5824825
64378,9/20/1989,1989,266,,-266,0,0,1139505,871860,47.70625977,-122.5344157
64384,4/29/1990,1990,168,6,9.16536,54,177.16536,1137938,864026,47.68468211,-122.5399544
64387,10/17/1983,1983,145,6,15.76116,49,160.76116,1128332,847099,47.63761112,-122.5771256
64388,8/23/1978,1978,151,6,9.76116,49,160.76116,1128332,847099,47.63761112,-122.5771256
64389,9/2/1986,1986,176,6,-71.01312,32,104.98688,1147008,855837,47.66287924,-122.5023044
64396,10/4/1985,1985,145,6,-145,0,0,1140046,840168,47.61945393,-122.5289093
64400,11/30/1989,1989,99,6,-99,0,0,1140046,840168,47.61945393,-122.5289093
64427,12/17/1986,1986,198,6,-70.04724,39,127.95276,1128573,857667,47.66658721,-122.5772771
64428,10/5/1987,1987,285,6,-170.1706,35,114.8294,1138134,870583,47.7026635,-122.5398473
64450,2/29/1988,1988,193,6,46.50132,73,239.50132,1141946,865200,47.68818211,-122.5238122
64451,7/14/1977,1977,88,6,39.95276,39,127.95276,1142931,850651,47.64838335,-122.5183037
64466,4/14/1978,1978,74,6,-64.15748,3,9.84252,1128232,833209,47.59954154,-122.5760484
64475,2/22/1979,1979,61,6,119.4462,55,180.4462,1139024,853461,47.6558084,-122.5344414
64495,10/11/1983,1983,106,6,-17.41732,27,88.58268,1130992,848359,47.64125534,-122.5664748
64547,6/29/1987,1987,77,6,80.48032,48,157.48032,1132334,849657,47.64490842,-122.5611711
64548,12/8/1980,1980,186,6,30.53544,66,216.53544,1135645,874608,47.71351583,-122.5503758
64566,7/15/1988,1988,103,6,-103,0,0,1131469,868139,47.69549098,-122.5666426
64592,5/2/1983,1983,126,6,-4.60892,37,121.39108,1135744,877212,47.72065826,-122.5502487
64603,7/23/1991,1991,87,6,90.16536,54,177.16536,1129817,855002,47.65937423,-122.5719467
64620,5/21/1979,1979,73,6,107.4462,55,180.4462,1136617,864058,47.68467604,-122.5453183
64629,5/16/1983,1983,70,6,44.8294,35,114.8294,1131068,852330,47.65214229,-122.5665886
64630,8/5/1992,1992,143,6,276.94752,128,419.94752,1129401,843098,47.62672444,-122.5723652
64633,3/20/1978,1978,98,6,118.53544,66,216.53544,1132480,856277,47.66305925,-122.5612807
64641,1/2/1991,1991,136,6,14.91864,46,150.91864,1127075,851104,47.64849492,-122.5826507
64643,12/1/1978,1978,144,6,-25.88976,36,118.11024,1129322,859623,47.67200108,-122.5744475
64656,10/12/1988,1988,80,6,8.58268,27,88.58268,1128921,833874,47.60141352,-122.5733278
64686,6/23/1988,1988,54,6,47.70604,31,101.70604,1132697,861549,47.6775212,-122.5609594
64693,10/2/1978,1978,70,6,97.32284,51,167.32284,1132749,866768,47.69182599,-122.5613019
64710,10/30/1973,1973,51,6,8.05512,18,59.05512,1133969,862796,47.68102921,-122.5559303
64715,2/1/1984,1984,59,4,-59,0,0,1145865,862454,47.68093192,-122.5076241
64716,6/7/1984,1984,61,4,-61,0,0,1145865,862454,47.68093192,-122.5076241
64732,8/28/1981,1981,127,6,50.16536,54,177.16536,1144049,844048,47.63036747,-122.5130864
64759,4/8/1981,1981,124,6,-41.979,25,82.021,1140321,852087,47.65213485,-122.5290376
64765,6/2/1988,1988,215,6,-139.54068,23,75.45932,1140404,856044,47.66298391,-122.529114
64797,10/6/1980,1980,134,6,-114.31496,6,19.68504,1128374,849749,47.64487579,-122.5772383
64806,8/19/1991,1991,164,6,32.8504,60,196.8504,1134118,869384,47.69909224,-122.5560226
64810,4/18/1987,1987,76,6,347.22836,129,423.22836,1130265,844405,47.63036813,-122.5690019
64820,8/1/1990,1990,115,45,91.69292,63,206.69292,1138078,833624,47.60138227,-122.5362008
64825,3/26/1990,1990,287,6,-287,0,0,1136673,866670,47.69183743,-122.545366
64828,8/31/1987,1987,254,6,-122.7664,40,131.2336,1135366,866703,47.69183484,-122.550674
64846,5/24/1978,1978,187,6,-187,0,0,1144715,871734,47.70628089,-122.5132518
64866,1/13/1993,1993,70,6,304.01576,114,374.01576,1130239,840442,47.61950657,-122.5686859
64896,3/13/1985,1985,150,6,46.8504,60,196.8504,1134118,869384,47.69909224,-122.5560226
64916,7/22/1992,1992,168,6,-122.06824,14,45.93176,1133003,874709,47.71360386,-122.5611134
64922,7/22/1978,1978,82,6,137.81628,67,219.81628,1137555,846897,47.63771729,-122.5397107
64924,10/2/1990,1990,120,6,-120,0,0,1140046,840168,47.61945393,-122.5289093
64979,2/22/1989,1989,138,6,281.94752,128,419.94752,1129401,843098,47.62672444,-122.5723652
65004,1/24/1984,1984,124,6,-124,0,0,1141366,840112,47.61939342,-122.5235535
65010,12/13/1988,1988,113,6,-11.29396,31,101.70604,1138810,844201,47.63041832,-122.5343405
65069,3/28/1980,1980,136,6,11.6378,45,147.6378,1134863,844314,47.63044785,-122.5503529
65109,3/12/1979,1979,303,6,-50.37532,77,252.62468,1135518,871990,47.70633302,-122.550615
65158,5/11/1979,1979,236,6,154.41996,119,390.41996,1135028,852258,47.65222826,-122.5505213
65179,6/6/1978,1978,85,6,69.19948,47,154.19948,1127189,855052,47.65932154,-122.5826112
65227,6/2/1978,1978,360,6,10.73492,113,370.73492,1141235,836178,47.60860377,-122.5236752
65249,11/29/1983,1983,202,6,-1.86876,61,200.13124,1135194,858855,47.67031743,-122.5505438
65259,8/22/1979,1979,138,6,22.76116,49,160.76116,1128332,847099,47.63761112,-122.5771256
65260,12/2/1975,1975,106,6,222.084,100,328.084,1141278,837490,47.6122021,-122.5236374
65273,7/5/1988,1988,160,6,112.30972,83,272.30972,1146393,836871,47.61086368,-122.5028451
65357,6/14/1988,1988,371,6,-65.88188,93,305.11812,1137306,837631,47.61230806,-122.5397486
65377,1/25/1986,1986,230,6,-230,0,0,1140776,870504,47.7026338,-122.5291142
65378,7/26/1991,1991,80,6,300.57744,116,380.57744,1131106,843067,47.62676207,-122.5654506
65413,3/13/1984,1984,38,6,112.91864,46,150.91864,1131162,856302,47.66303323,-122.5666296
65450,6/20/1986,1986,92,6,58.91864,46,150.91864,1128395,851072,47.64850263,-122.5772945
65482,1/8/1981,1981,546,6,-414.7664,40,131.2336,1136806,870624,47.7026816,-122.5452424
65494,4/7/1988,1988,49,6,-49,0,0,1135411,832385,47.5977978,-122.5468762
65497,4/5/1991,1991,169,6,31.13124,61,200.13124,1136237,846936,47.63773062,-122.5450585
65499,11/28/1990,1990,480,6,-217.5328,80,262.4672,1133336,836416,47.60869609,-122.5557084
65507,11/3/1986,1986,87,6,60.6378,45,147.6378,1129845,856325,47.66300155,-122.5719741
65512,11/10/1989,1989,129,6,-56.82152,22,72.17848,1128889,832512,47.59767892,-122.5733124
65520,11/24/1978,1978,336,6,-47.28608,88,288.71392,1134181,872037,47.70636642,-122.5560477
65540,9/16/1988,1988,182,6,83.74804,81,265.74804,1144591,828091,47.58667769,-122.509241
65550,6/6/1985,1985,117,6,201.24148,97,318.24148,1139399,833579,47.6013523,-122.5308438
65611,10/10/1986,1986,205,6,83.71392,88,288.71392,1134181,872037,47.70636642,-122.5560477
65642,2/17/1993,1993,380,6,-84.7244,90,295.2756,1133479,841699,47.62318328,-122.555687
65655,12/26/1990,1990,156,6,-5.08136,46,150.91864,1144248,850591,47.64831117,-122.5129567
65663,8/6/1988,1988,115,,85.13124,61,200.13124,1136237,846936,47.63773062,-122.5450585
65696,3/13/1987,1987,56,6,58.8294,35,114.8294,1127169,853731,47.65570028,-122.5825508
65699,9/3/1977,1977,45,6,164.97376,64,209.97376,1132845,872083,47.70639689,-122.5614762
65722,1/3/1991,1991,228,6,-21.30708,63,206.69292,1137702,853517,47.65586827,-122.539809
65735,8/29/1980,1980,142,6,87.6588,70,229.6588,1130177,831145,47.5940256,-122.5679491
65754,5/19/1976,1976,168,6,-10.51968,48,157.48032,1132798,869426,47.6991129,-122.561385
65760,6/3/1978,1978,120,6,40.76116,49,160.76116,1144499,837402,47.61218672,-122.5105752
65779,4/3/1978,1978,210,6,-210,0,0,1141366,840112,47.61939342,-122.5235535
65782,5/4/1982,1982,57,6,195.62468,77,252.62468,1134922,846960,47.63770282,-122.5503926
65804,3/21/1985,1985,126,6,-57.10236,21,68.89764,1128352,848425,47.64124613,-122.5771861
65809,2/10/1980,1980,80,6,107.00788,57,187.00788,1136208,845611,47.6340977,-122.5450368
65828,6/26/1992,1992,124,6,49.88452,53,173.88452,1143342,869124,47.69903277,-122.5185545
65853,4/25/1977,1977,227,6,-105.60892,37,121.39108,1129999,860283,47.67385838,-122.5717713
65863,3/31/1988,1988,109,6,91.13124,61,200.13124,1144208,849288,47.64473778,-122.512984
65890,1/18/1989,1989,156,6,254.105,125,410.105,1129402,841775,47.62309914,-122.5722202
65891,2/19/1985,1985,139,6,44.72704,56,183.72704,1132821,870755,47.70275623,-122.5614327
65892,2/2/1983,1983,165,6,38.41208,62,203.41208,1145428,846659,47.63761876,-122.5077656
65893,11/23/1988,1988,154,6,-12.92388,43,141.07612,1141323,838801,47.61579783,-122.5235914
