Number of Records,St Plane Xcoord Nr,St Plane Ycoord Nr,Src Lat,Src Lon,Well Comp Dt,Well Depth Qt,Well Diameter Qt,Well Log Id,Well Type Cd,latitude,elevation,longitude,elevation (ft),Well Depth
1,1127075,851104,47.648494916000004,-122.582650695,1/2/1991,136.0,6.0,114927,W,47.648494916000004,46,-122.582650695,150.91864,14.91864000000001
1,1139405,869226,47.699035032,-122.534545755,7/30/1993,212.0,6.0,291555,W,47.699035032,0,-122.534545755,0.0,-212.0
1,1134151,870710,47.702728068999996,-122.556029029,6/21/2002,58.0,,352613,W,47.702728068999996,90,-122.556029029,295.2756,237.2756
1,1138030,867946,47.695430241000004,-122.53999256799999,9/4/1980,150.0,6.0,460382,W,47.695430241000004,46,-122.53999256799999,150.91864,0.9186400000000106
1,1140620,865244,47.688209307,-122.529198061,4/18/1990,149.0,6.0,542413,W,47.688209307,66,-122.529198061,216.53544,67.53544
1,1132659,862815,47.680987571,-122.56124784,9/26/1996,47.0,6.0,589945,W,47.680987571,48,-122.56124784,157.48032,110.48032
1,1143809,836902,47.610768314,-122.513319716,7/13/1995,120.3,6.0,589951,W,47.610768314,44,-122.513319716,144.35696,24.05695999999999
1,1146777,847915,47.641154573,-122.502425426,10/1/1993,129.5,6.0,589961,W,47.641154573,0,-122.502425426,0.0,-129.5
1,1137616,849549,47.644988821000005,-122.539741533,8/6/1993,80.0,6.0,589969,W,47.644988821000005,69,-122.539741533,226.37796,146.37796
1,1141278,837490,47.612202102,-122.52363741299999,2/12/1997,339.0,6.0,589992,W,47.612202102,100,-122.52363741299999,328.084,-10.915999999999997
1,1129883,857645,47.666621367,-122.57196068799999,10/9/1996,198.5,6.0,596705,W,47.666621367,43,-122.57196068799999,141.07612,-57.42388
1,1146973,854517,47.659259635,-122.50231039200001,7/16/1985,160.0,6.0,640305,W,47.659259635,28,-122.50231039200001,91.86352,-68.13648
1,1135237,860170,47.673923885,-122.550508078,4/30/1987,140.0,8.0,640307,W,47.673923885,25,-122.550508078,82.021,-57.979
1,1133629,848309,47.641307188999996,-122.555777461,10/7/1988,335.0,10.0,646073,W,47.641307188999996,59,-122.555777461,193.56956,-141.43044
1,1137013,875860,47.71704385100001,-122.544953311,6/29/2011,114.0,6.0,741350,W,47.71704385100001,21,-122.544953311,68.89764,-45.102360000000004
1,1129883,857645,47.666621367,-122.57196068799999,2/21/2014,117.0,6.0,912072,W,47.666621367,43,-122.57196068799999,141.07612,24.076120000000003
1,1128838,829821,47.59030108100001,-122.573232391,11/27/1978,47.0,6.0,67700,W,47.59030108100001,0,-122.573232391,0.0,-47.0
1,1139024,853461,47.655808398999994,-122.534441391,7/11/2014,11.0,6.0,1001238,W,47.655808398999994,55,-122.534441391,180.4462,169.4462
1,1128889,832512,47.597678921,-122.573312395,1/28/1989,79.0,6.0,61049,W,47.597678921,22,-122.573312395,72.17848,-6.821520000000007
1,1138679,838904,47.61589367,-122.534317593,11/24/1987,149.0,12.0,69337,W,47.61589367,73,-122.534317593,239.50132,90.50131999999999
1,1138679,838904,47.61589367,-122.534317593,3/21/1988,958.0,8.0,69338,W,47.61589367,73,-122.534317593,239.50132,-718.49868
1,1135001,850934,47.648598246999995,-122.550491223,4/25/1974,402.0,8.0,66903,W,47.648598246999995,99,-122.550491223,324.80316,-77.19684000000001
1,1128352,848425,47.641246128999995,-122.577186086,5/1/1973,1030.0,6.0,66902,W,47.641246128999995,21,-122.577186086,68.89764,-961.10236
1,1135194,858855,47.67031743,-122.55054380700001,8/9/1979,118.0,8.0,61871,W,47.67031743,61,-122.55054380700001,200.13124,82.13123999999999
1,1137406,840281,47.619576967,-122.53962106799999,8/8/1979,173.0,6.0,61429,W,47.619576967,42,-122.53962106799999,137.79528,-35.20472000000001
1,1138679,838904,47.61589367,-122.534317593,9/2/1983,143.0,6.0,67669,W,47.61589367,73,-122.534317593,239.50132,96.50131999999999
1,1138726,840224,47.619514202,-122.53426511299999,1/23/1980,140.0,8.0,70507,W,47.619514202,51,-122.53426511299999,167.32283999999999,27.322839999999985
1,1145518,849242,47.644703235,-122.50766727799999,5/26/1983,397.0,6.0,61702,W,47.644703235,0,-122.50766727799999,0.0,-397.0
1,1135744,877212,47.720658257,-122.55024871799999,1/25/1978,190.0,8.0,65688,W,47.720658257,37,-122.55024871799999,121.39108,-68.60892
1,1142746,834800,47.604933673000005,-122.517409482,11/17/1989,125.0,6.0,331324,W,47.604933673000005,75,-122.517409482,246.063,121.06299999999999
1,1132718,865452,47.688217688,-122.56128812700001,2/16/1978,81.0,6.0,65043,W,47.688217688,49,-122.56128812700001,160.76116,79.76115999999999
1,1131631,873456,47.710072061999995,-122.56655060899999,6/14/1975,105.0,6.0,71490,W,47.710072061999995,0,-122.56655060899999,0.0,-105.0
1,1127207,856371,47.66293718,-122.5826795,10/23/1976,57.0,6.0,68682,W,47.66293718,42,-122.5826795,137.79528,80.79527999999999
1,1135366,866703,47.691834844,-122.55067395799999,4/27/1984,335.0,6.0,61655,W,47.691834844,40,-122.55067395799999,131.2336,-203.7664
1,1136673,866670,47.691837428999996,-122.545366011,8/1/1990,235.0,6.0,331328,W,47.691837428999996,0,-122.545366011,0.0,-235.0
1,1130156,829824,47.590404133999996,-122.567893811,4/30/1992,69.0,6.0,71911,W,47.590404133999996,5,-122.567893811,16.4042,-52.5958
1,1146393,836871,47.610863675,-122.50284512700001,9/4/1974,160.0,8.0,64886,W,47.610863675,83,-122.50284512700001,272.30971999999997,112.30971999999997
1,1140776,870504,47.7026338,-122.52911423299999,4/8/1988,526.0,6.0,61126,W,47.7026338,0,-122.52911423299999,0.0,-526.0
1,1131959,865610,47.688596233,-122.564385093,8/27/1985,108.0,6.0,61430,W,47.688596233,33,-122.564385093,108.26772,0.26771999999999707
1,1137646,850872,47.648616319,-122.53975864700001,9/23/1988,230.0,6.0,70782,W,47.648616319,64,-122.53975864700001,209.97376,-20.02624
1,1137646,850872,47.648616319,-122.53975864700001,10/6/1987,124.0,6.0,61845,W,47.648616319,64,-122.53975864700001,209.97376,85.97376
1,1145102,836890,47.610825773,-122.508078735,7/3/1985,229.0,6.0,70821,W,47.610825773,67,-122.508078735,219.81628,-9.183719999999994
1,1143799,835923,47.608084821000006,-122.513258956,9/14/1979,192.0,6.0,331219,W,47.608084821000006,39,-122.513258956,127.95276,-64.04724
1,1135400,868021,47.695448838000004,-122.550675069,6/10/1989,256.0,6.0,68350,W,47.695448838000004,50,-122.550675069,164.042,-91.958
1,1135645,874608,47.713515832,-122.550375797,11/2/1978,179.0,6.0,67600,W,47.713515832,66,-122.550375797,216.53544,37.535439999999994
1,1135645,874608,47.713515832,-122.550375797,1/19/1983,217.0,6.0,70814,W,47.713515832,66,-122.550375797,216.53544,-0.46456000000000586
1,1138776,842882,47.626801463,-122.534340372,7/11/1981,97.0,6.0,70389,W,47.626801463,18,-122.534340372,59.05512,-37.94488
1,1145421,834702,47.604852143,-122.50656041100001,9/29/1978,272.0,6.0,69723,W,47.604852143,66,-122.50656041100001,216.53544,-55.464560000000006
1,1140001,838854,47.615849985,-122.52895463899999,12/29/1980,40.0,6.0,68427,W,47.615849985,48,-122.52895463899999,157.48032,117.48032
1,1131106,843067,47.626762065,-122.56545062,6/1/1979,114.0,6.0,67470,W,47.626762065,116,-122.56545062,380.57744,266.57744
1,1133706,852283,47.65220245,-122.555885331,8/5/1983,83.0,6.0,67628,W,47.65220245,85,-122.555885331,278.8714,195.8714
1,1129883,857645,47.666621367,-122.57196068799999,6/15/1978,348.0,6.0,66483,W,47.666621367,43,-122.57196068799999,141.07612,-206.92388
1,1134374,875960,47.71712985600001,-122.555679342,4/13/1992,240.0,8.0,71945,W,47.71712985600001,34,-122.555679342,111.54856,-128.45144
1,1136432,856195,47.663116513,-122.54524152399999,3/23/1992,213.0,8.0,71957,W,47.663116513,79,-122.54524152399999,259.18636,46.18635999999998
1,1141924,863887,47.684582648,-122.523764758,4/14/1992,162.0,6.0,71962,W,47.684582648,93,-122.523764758,305.11812,143.11811999999998
1,1138876,846845,47.637668303999995,-122.534349429,5/8/1992,104.0,6.0,71963,W,47.637668303999995,71,-122.534349429,232.93964,128.93964
1,1140596,863933,47.684615186,-122.52915855799999,7/7/1992,176.0,6.0,71971,W,47.684615186,87,-122.52915855799999,285.43308,109.43308000000002
1,1139405,869226,47.699035032,-122.534545755,9/1/1992,435.0,6.0,71975,W,47.699035032,0,-122.534545755,0.0,-435.0
1,1144167,847987,47.641169784,-122.513015632,10/1/1986,138.0,6.0,63807,W,47.641169784,64,-122.513015632,209.97376,71.97376
1,1139211,861359,47.677464061,-122.534509375,11/7/1975,123.0,6.0,278119,W,47.677464061,65,-122.534509375,213.2546,90.25460000000001
1,1138679,838904,47.61589367,-122.534317593,5/5/1986,375.0,6.0,68478,W,47.61589367,73,-122.534317593,239.50132,-135.49868
1,1133988,861517,47.677525847,-122.555717898,4/29/1991,53.0,6.0,68412,W,47.677525847,27,-122.555717898,88.58268,35.582679999999996
1,1135001,850934,47.648598246999995,-122.550491223,5/11/1978,105.0,6.0,67684,W,47.648598246999995,99,-122.550491223,324.80316,219.80316
1,1146777,847915,47.641154573,-122.502425426,12/6/2007,72.0,6.0,552412,W,47.641154573,0,-122.502425426,0.0,-72.0
1,1131949,864449,47.685414158,-122.564302339,6/21/1984,114.0,6.0,71682,W,47.685414158,37,-122.564302339,121.39108,7.391080000000002
1,1132260,845685,47.634018821000005,-122.56105019700001,1/29/1993,115.0,6.0,72016,W,47.634018821000005,39,-122.56105019700001,127.95276,12.952759999999998
1,1133408,839058,47.615941106,-122.555695739,3/30/1993,221.0,6.0,72029,W,47.615941106,94,-122.555695739,308.39896,87.39895999999999
1,1128639,858987,47.670209045,-122.577150427,7/31/1993,158.0,6.0,72045,W,47.670209045,44,-122.577150427,144.35696,-13.643040000000013
1,1131488,831138,47.594100504,-122.562637403,12/8/1992,110.0,6.0,72071,W,47.594100504,30,-122.562637403,98.4252,-11.574799999999996
1,1134802,841673,47.623206416,-122.550321778,8/16/1993,82.0,6.0,278162,W,47.623206416,73,-122.550321778,239.50132,157.50132
1,1134151,870710,47.702728068999996,-122.556029029,9/21/1993,91.0,6.0,72082,W,47.702728068999996,90,-122.556029029,295.2756,204.2756
1,1140620,865244,47.688209307,-122.529198061,9/29/1993,138.0,6.0,72084,W,47.688209307,66,-122.529198061,216.53544,78.53544
1,1132191,843044,47.62677682899999,-122.561050096,5/27/1993,57.0,6.0,72097,W,47.62677682899999,102,-122.561050096,334.64567999999997,277.64567999999997
1,1139405,869226,47.699035032,-122.534545755,6/7/1993,403.0,6.0,72098,W,47.699035032,0,-122.534545755,0.0,-403.0
1,1128639,858987,47.670209045,-122.577150427,6/10/1993,149.0,6.0,72099,W,47.670209045,44,-122.577150427,144.35696,-4.643040000000013
1,1128352,848425,47.641246128999995,-122.577186086,4/1/1993,154.0,6.0,72122,W,47.641246128999995,21,-122.577186086,68.89764,-85.10236
1,1146826,849196,47.644668312,-122.50235863,10/19/1993,87.0,6.0,72136,W,47.644668312,0,-122.50235863,0.0,-87.0
1,1137702,853517,47.655868272,-122.539809,11/18/1993,256.0,6.0,72139,W,47.655868272,63,-122.539809,206.69292,-49.30708000000001
1,1134118,869384,47.699092238,-122.556022649,11/23/1993,365.0,5.0,72141,W,47.699092238,60,-122.556022649,196.8504,-168.1496
1,1129845,856325,47.663001551,-122.571974147,12/14/1993,138.0,6.0,72142,W,47.663001551,45,-122.571974147,147.6378,9.637799999999999
1,1143160,859894,47.67372768,-122.518334363,4/23/2005,1212.0,6.0,407499,W,47.67372768,99,-122.518334363,324.80316,-887.1968400000001
1,1143160,859894,47.67372768,-122.518334363,7/26/2004,690.0,8.0,427031,W,47.67372768,99,-122.518334363,324.80316,-365.19684
1,1145518,849242,47.644703235,-122.50766727799999,7/8/1996,323.0,6.0,72154,W,47.644703235,0,-122.50766727799999,0.0,-323.0
1,1129402,841775,47.623099136,-122.57222020100001,7/25/1996,129.0,6.0,72157,W,47.623099136,125,-122.57222020100001,410.105,281.105
1,1137526,845573,47.634087103999995,-122.539689472,7/31/1996,98.0,6.0,72159,W,47.634087103999995,56,-122.539689472,183.72704,85.72703999999999
1,1143824,837884,47.613460374,-122.513360529,7/31/1996,135.0,6.0,72160,W,47.613460374,36,-122.513360529,118.11024,-16.889759999999995
1,1137990,866634,47.691832262,-122.54001716299999,1/19/1999,439.0,6.0,72165,W,47.691832262,55,-122.54001716299999,180.4462,-258.5538
1,1137990,866634,47.691832262,-122.54001716299999,11/8/1996,465.0,6.0,644584,W,47.691832262,55,-122.54001716299999,180.4462,-284.5538
1,1133969,862796,47.681029214,-122.555930283,11/11/1996,59.0,6.0,596707,W,47.681029214,18,-122.555930283,59.05512,0.05512000000000228
1,1133969,862796,47.681029214,-122.555930283,11/12/1996,67.5,6.0,660495,W,47.681029214,18,-122.555930283,59.05512,-8.444879999999998
1,1137406,840281,47.619576967,-122.53962106799999,4/8/1997,357.0,6.0,338036,W,47.619576967,42,-122.53962106799999,137.79528,-219.20472
1,1131162,856302,47.663033225,-122.56662957299999,4/22/1997,303.0,6.0,338038,W,47.663033225,46,-122.56662957299999,150.91864,-152.08136
1,1145474,847948,47.641154217,-122.507712109,5/20/1997,104.0,6.0,581834,W,47.641154217,57,-122.507712109,187.00788,83.00788
1,1145474,847948,47.641154217,-122.507712109,5/21/1997,93.0,6.0,189990,W,47.641154217,57,-122.507712109,187.00788,94.00788
1,1145474,847948,47.641154217,-122.507712109,5/22/1997,103.0,6.0,189991,W,47.641154217,57,-122.507712109,187.00788,84.00788
1,1134087,868058,47.695456543,-122.556008152,6/10/1997,318.0,6.0,248229,W,47.695456543,53,-122.556008152,173.88452,-144.11548
1,1133479,841699,47.62318328,-122.555687007,7/3/1997,76.5,6.0,189995,W,47.62318328,90,-122.555687007,295.2756,218.7756
1,1136181,844289,47.630473126000005,-122.545007266,7/16/1997,64.0,6.0,338050,W,47.630473126000005,31,-122.545007266,101.70604,37.70604
1,1134056,866735,47.691829062,-122.555993975,7/30/1997,117.0,6.0,189997,W,47.691829062,64,-122.555993975,209.97376,92.97376
1,1142516,835960,47.608096339,-122.518461733,7/16/1996,400.0,6.0,589949,W,47.608096339,76,-122.518461733,249.34384,-150.65616
1,1145474,847948,47.641154217,-122.507712109,10/19/1995,22.0,6.0,72178,W,47.641154217,57,-122.507712109,187.00788,165.00788
1,1134863,844314,47.63044785100001,-122.55035285299999,1/16/1996,75.0,6.0,72179,W,47.63044785100001,45,-122.55035285299999,147.6378,72.6378
1,1132480,856277,47.663059246,-122.561280724,7/29/1996,126.0,6.0,72186,W,47.663059246,66,-122.561280724,216.53544,90.53544
1,1129817,855002,47.659374228000004,-122.571946723,8/6/1996,75.0,6.0,338060,W,47.659374228000004,54,-122.571946723,177.16536,102.16535999999999
1,1128639,858987,47.670209045,-122.577150427,9/20/1996,287.0,6.0,72192,W,47.670209045,44,-122.577150427,144.35696,-142.64304
1,1134274,873359,47.70999556100001,-122.55581006,12/18/1996,241.0,6.0,72195,W,47.70999556100001,88,-122.55581006,288.71392,47.71391999999997
1,1129845,856325,47.663001551,-122.571974147,2/26/1997,545.0,6.0,72200,W,47.663001551,45,-122.571974147,147.6378,-397.36220000000003
1,1131631,873456,47.710072061999995,-122.56655060899999,4/7/1997,98.0,6.0,72204,W,47.710072061999995,0,-122.56655060899999,0.0,-98.0
1,1127151,852411,47.652081886000005,-122.582482467,4/29/1997,92.0,6.0,72207,W,47.652081886000005,40,-122.582482467,131.2336,39.233599999999996
1,1132776,868093,47.695458668,-122.56133290700001,5/9/1997,249.0,6.0,72208,W,47.695458668,58,-122.56133290700001,190.28872,-58.71127999999999
1,1128503,855027,47.659348008,-122.57727897299999,5/28/1997,63.0,6.0,72210,W,47.659348008,43,-122.57727897299999,141.07612,78.07612
1,1136181,844289,47.630473126000005,-122.545007266,6/11/1997,67.0,6.0,72212,W,47.630473126000005,31,-122.545007266,101.70604,34.70604
1,1134028,865422,47.688229191000005,-122.55596868299999,6/19/1997,321.0,6.0,72213,W,47.688229191000005,42,-122.55596868299999,137.79528,-183.20472
1,1133479,841699,47.62318328,-122.555687007,7/28/1997,204.0,6.0,72218,W,47.62318328,90,-122.555687007,295.2756,91.2756
1,1139505,871860,47.706259769,-122.53441567,8/19/1997,499.0,6.0,72221,W,47.706259769,0,-122.53441567,0.0,-499.0
1,1144248,850591,47.648311172,-122.512956714,8/22/1994,153.0,6.0,72262,W,47.648311172,46,-122.512956714,150.91864,-2.0813599999999894
1,1125887,856392,47.662899073,-122.58803600899999,10/11/1994,128.0,6.0,72265,W,47.662899073,35,-122.58803600899999,114.82939999999999,-13.170600000000007
1,1132776,868093,47.695458668,-122.56133290700001,8/5/1993,217.0,6.0,72274,W,47.695458668,58,-122.56133290700001,190.28872,-26.711279999999988
1,1130177,831145,47.594025598,-122.56794906799999,8/9/1993,49.0,6.0,72275,W,47.594025598,70,-122.56794906799999,229.65879999999999,180.65879999999999
1,1132697,861549,47.677521197,-122.560959395,9/14/1993,81.0,6.0,72282,W,47.677521197,31,-122.560959395,101.70604,20.70604
1,1144167,847987,47.641169784,-122.513015632,2/25/2016,103.0,6.0,1506611,W,47.641169784,64,-122.513015632,209.97376,106.97376
1,1132032,836451,47.608698733999994,-122.560996144,6/11/1979,54.0,8.0,333621,W,47.608698733999994,110,-122.560996144,360.8924,306.8924
1,1134639,836381,47.608693143,-122.55042474,5/22/1981,61.0,8.0,61024,W,47.608693143,26,-122.55042474,85.30184,24.30184
1,1136645,865365,47.688259476999995,-122.545342279,10/13/1990,83.0,6.0,69096,W,47.688259476999995,52,-122.545342279,170.60368,87.60368
1,1135237,860170,47.673923885,-122.550508078,7/15/1977,62.0,8.0,68862,W,47.673923885,25,-122.550508078,82.021,20.021
1,1143160,859894,47.67372768,-122.518334363,2/22/1985,203.0,8.0,68860,W,47.67372768,99,-122.518334363,324.80316,121.80315999999999
1,1132821,870755,47.702756233,-122.561432699,7/5/1996,298.0,6.0,72302,W,47.702756233,56,-122.561432699,183.72704,-114.27296000000001
1,1132821,870755,47.702756233,-122.561432699,2/2/2018,1.3,6.0,1803382,W,47.702756233,56,-122.561432699,183.72704,182.42703999999998
1,1135400,868021,47.695448838000004,-122.550675069,8/28/1993,313.0,6.0,72325,W,47.695448838000004,50,-122.550675069,164.042,-148.958
1,1133003,874709,47.713603864,-122.56111341200001,9/22/1993,136.0,6.0,72327,W,47.713603864,14,-122.56111341200001,45.93176,-90.06824
1,1131106,843067,47.626762065,-122.56545062,4/1/1994,306.0,6.0,72344,W,47.626762065,116,-122.56545062,380.57744,74.57744000000002
1,1132289,847008,47.637646265,-122.561072812,2/4/1994,151.0,6.0,72307,W,47.637646265,35,-122.561072812,114.82939999999999,-36.17060000000001
1,1137355,838957,47.615945188000005,-122.539688975,2/4/1999,1080.0,6.0,341823,W,47.615945188000005,72,-122.539688975,236.22048,-843.77952
1,1147937,842668,47.626856729,-122.497183149,1/28/2000,35.0,,338747,W,47.626856729,33,-122.497183149,108.26772,73.26772
1,1129845,856325,47.663001551,-122.571974147,4/7/1994,75.0,6.0,72490,W,47.663001551,45,-122.571974147,147.6378,72.6378
1,1145474,847948,47.641154217,-122.507712109,8/8/1994,100.0,6.0,343192,W,47.641154217,57,-122.507712109,187.00788,87.00788
1,1143316,867805,47.695416601999995,-122.518522994,9/15/1994,59.0,6.0,72545,W,47.695416601999995,53,-122.518522994,173.88452,114.88452000000001
1,1144663,869101,47.69906227600001,-122.513190042,9/19/1994,66.0,6.0,72546,W,47.69906227600001,62,-122.513190042,203.41208,137.41208
1,1134118,869384,47.699092238,-122.556022649,9/22/1994,217.0,6.0,72559,W,47.699092238,60,-122.556022649,196.8504,-20.149599999999992
1,1128525,856349,47.662972156,-122.57733099,8/31/1994,237.0,6.0,72560,W,47.662972156,41,-122.57733099,134.51444,-102.48555999999999
1,1137467,842932,47.626845821,-122.53965173600001,11/29/1993,104.5,6.0,589955,W,47.626845821,22,-122.53965173600001,72.17848,-32.32152000000001
1,1132776,868093,47.695458668,-122.56133290700001,3/16/1994,300.0,6.0,72591,W,47.695458668,58,-122.56133290700001,190.28872,-109.71127999999999
1,1134274,873359,47.70999556100001,-122.55581006,4/13/1994,338.0,6.0,72593,W,47.70999556100001,88,-122.55581006,288.71392,-49.28608000000003
1,1132776,868093,47.695458668,-122.56133290700001,3/7/1994,302.0,6.0,72594,W,47.695458668,58,-122.56133290700001,190.28872,-111.71127999999999
1,1141235,836178,47.608603766,-122.52367523,11/29/1994,186.0,6.0,72605,W,47.608603766,113,-122.52367523,370.73492,184.73492
1,1132718,865452,47.688217688,-122.56128812700001,10/19/1993,144.0,6.0,72608,W,47.688217688,49,-122.56128812700001,160.76116,16.76115999999999
1,1133677,850959,47.648572292,-122.555862957,1/4/1994,70.0,6.0,72619,W,47.648572292,69,-122.555862957,226.37796,156.37796
1,1134374,875960,47.71712985600001,-122.555679342,2/2/1995,135.0,6.0,72633,W,47.71712985600001,34,-122.555679342,111.54856,-23.451440000000005
1,1136208,845611,47.634097696000005,-122.545036791,6/14/1994,146.0,6.0,72681,W,47.634097696000005,57,-122.545036791,187.00788,41.00788
1,1136208,845611,47.634097696000005,-122.545036791,7/11/1994,86.0,6.0,72684,W,47.634097696000005,57,-122.545036791,187.00788,101.00788
1,1129401,843098,47.626724436,-122.57236517700001,8/16/1994,48.0,6.0,72686,W,47.626724436,128,-122.57236517700001,419.94752,371.94752
1,1129763,852358,47.652125186999996,-122.57188399,10/31/1997,98.0,6.0,72710,W,47.652125186999996,32,-122.57188399,104.98688,6.986879999999999
1,1127262,857689,47.666552747,-122.58259759399999,12/31/1997,100.0,6.0,72712,W,47.666552747,51,-122.58259759399999,167.32283999999999,67.32283999999999
1,1135594,873308,47.709949984,-122.55044562399999,3/4/1998,53.0,6.0,72716,W,47.709949984,76,-122.55044562399999,249.34384,196.34384
1,1124567,856413,47.662860721,-122.59339251,12/3/1997,108.0,6.0,72717,W,47.662860721,0,-122.59339251,0.0,-108.0
1,1135594,873308,47.709949984,-122.55044562399999,5/7/1998,285.0,6.0,72721,W,47.709949984,76,-122.55044562399999,249.34384,-35.65616
1,1132642,860232,47.673908405,-122.561042892,3/14/1995,605.0,6.0,72844,W,47.673908405,0,-122.561042892,0.0,-605.0
1,1124547,855094,47.659244946,-122.59333161100001,5/24/1995,72.0,6.0,72849,W,47.659244946,0,-122.59333161100001,0.0,-72.0
1,1128503,855027,47.659348008,-122.57727897299999,7/21/1995,306.0,6.0,72857,W,47.659348008,43,-122.57727897299999,141.07612,-164.92388
1,1127075,851104,47.648494916000004,-122.582650695,4/26/1995,120.0,6.0,72872,W,47.648494916000004,46,-122.582650695,150.91864,30.91864000000001
1,1139024,853461,47.655808398999994,-122.534441391,10/2/1997,238.0,6.0,72878,W,47.655808398999994,55,-122.534441391,180.4462,-57.553799999999995
1,1132382,852305,47.652168026000005,-122.561257107,7/16/1995,58.0,6.0,72883,W,47.652168026000005,68,-122.561257107,223.09712,165.09712
1,1132845,872083,47.706396892,-122.561476197,7/27/1995,97.0,6.0,72885,W,47.706396892,64,-122.561476197,209.97376,112.97376
1,1131132,854977,47.659400276999996,-122.566610412,9/20/1995,133.0,6.0,72893,W,47.659400276999996,47,-122.566610412,154.19948,21.199479999999994
1,1135694,875910,47.717087012,-122.55031429200001,9/27/1994,174.0,6.0,72900,W,47.717087012,53,-122.55031429200001,173.88452,-0.11547999999999092
1,1133003,874709,47.713603864,-122.56111341200001,9/29/1994,115.0,6.0,72902,W,47.713603864,14,-122.56111341200001,45.93176,-69.06824
1,1134325,874659,47.713561413,-122.555740593,10/7/1994,158.0,6.0,72903,W,47.713561413,57,-122.555740593,187.00788,29.00788
1,1140680,867871,47.695412077,-122.52922889799999,12/5/1994,77.0,6.0,72914,W,47.695412077,39,-122.52922889799999,127.95276,50.95276
1,1140404,856044,47.66298391,-122.52911396100001,2/22/1995,282.0,6.0,72920,W,47.66298391,23,-122.52911396100001,75.45932,-206.54068
1,1137990,866634,47.691832262,-122.54001716299999,1/23/1995,430.0,6.0,72923,W,47.691832262,55,-122.54001716299999,180.4462,-249.5538
1,1128480,853706,47.655726521000005,-122.577231125,1/3/1996,46.0,6.0,72931,W,47.655726521000005,41,-122.577231125,134.51444,88.51444000000001
1,1139024,853461,47.655808398999994,-122.534441391,1/22/1996,222.0,6.0,72932,W,47.655808398999994,55,-122.534441391,180.4462,-41.553799999999995
1,1132718,865452,47.688217688,-122.56128812700001,2/10/1996,292.0,6.0,72934,W,47.688217688,49,-122.56128812700001,160.76116,-131.23884
1,1133988,861517,47.677525847,-122.555717898,4/15/1996,66.0,6.0,72941,W,47.677525847,27,-122.555717898,88.58268,22.582679999999996
1,1125887,856392,47.662899073,-122.58803600899999,4/17/1996,123.0,6.0,72942,W,47.662899073,35,-122.58803600899999,114.82939999999999,-8.170600000000007
1,1139024,853461,47.655808398999994,-122.534441391,4/23/1996,236.0,6.0,72944,W,47.655808398999994,55,-122.534441391,180.4462,-55.553799999999995
1,1129672,848392,47.641250855,-122.57183046799999,5/28/1996,50.0,6.0,72948,W,47.641250855,42,-122.57183046799999,137.79528,87.79527999999999
1,1140620,865244,47.688209307,-122.529198061,4/6/1995,66.0,6.0,72966,W,47.688209307,66,-122.529198061,216.53544,150.53544
1,1133577,845660,47.634044515,-122.555708311,5/15/1995,85.0,6.0,72971,W,47.634044515,35,-122.555708311,114.82939999999999,29.829399999999993
1,1140642,866555,47.691803281000006,-122.529245685,5/10/1995,78.0,6.0,72973,W,47.691803281000006,54,-122.529245685,177.16536,99.16535999999999
1,1129650,847067,47.637618444,-122.571778526,8/17/1995,156.0,6.0,72981,W,47.637618444,50,-122.571778526,164.042,8.042000000000002
1,1137526,845573,47.634087103999995,-122.539689472,10/13/1995,115.0,6.0,72988,W,47.634087103999995,56,-122.539689472,183.72704,68.72703999999999
1,1143293,866485,47.691797898000004,-122.51847921299999,12/7/1995,85.0,6.0,72992,W,47.691797898000004,49,-122.51847921299999,160.76116,75.76115999999999
1,1131488,831138,47.594100504,-122.562637403,3/22/1996,151.0,6.0,72997,W,47.594100504,30,-122.562637403,98.4252,-52.574799999999996
1,1133939,860201,47.673916228,-122.555777514,4/18/1996,49.0,6.0,72999,W,47.673916228,26,-122.555777514,85.30184,36.30184
1,1132260,845685,47.634018821000005,-122.56105019700001,1/19/1995,150.0,6.0,347861,W,47.634018821000005,39,-122.56105019700001,127.95276,-22.047240000000002
1,1137013,875860,47.71704385100001,-122.544953311,4/6/1995,80.0,6.0,73059,W,47.71704385100001,21,-122.544953311,68.89764,-11.102360000000004
1,1137990,866634,47.691832262,-122.54001716299999,4/13/1995,62.0,6.0,630262,W,47.691832262,55,-122.54001716299999,180.4462,118.4462
1,1135400,868021,47.695448838000004,-122.550675069,5/24/1995,240.0,6.0,73063,W,47.695448838000004,50,-122.550675069,164.042,-75.958
1,1133336,836416,47.608696093999995,-122.555708416,10/25/1995,93.0,6.0,73074,W,47.608696093999995,80,-122.555708416,262.4672,169.4672
1,1143316,867805,47.695416601999995,-122.518522994,11/22/1995,56.0,6.0,73076,W,47.695416601999995,53,-122.518522994,173.88452,117.88452000000001
1,1136914,873255,47.709898679,-122.545080986,12/26/1995,154.0,6.0,73077,W,47.709898679,48,-122.545080986,157.48032,3.480320000000006
1,1140776,870504,47.7026338,-122.52911423299999,1/15/1996,257.0,6.0,73079,W,47.7026338,0,-122.52911423299999,0.0,-257.0
1,1135645,874608,47.713515832,-122.550375797,2/8/1996,192.0,6.0,73081,W,47.713515832,66,-122.550375797,216.53544,24.535439999999994
1,1128503,855027,47.659348008,-122.57727897299999,5/24/1996,67.0,6.0,630264,W,47.659348008,43,-122.57727897299999,141.07612,74.07612
