Number of Records,St Plane Xcoord Nr,St Plane Ycoord Nr,Src Lat,Src Lon,Well Comp Dt,Well Depth Qt,Well Diameter Qt,Well Log Id,Well Type Cd,latitude,elevation,longitude,elevation (ft),Well Depth
1,1132225,844365,47.630399163,-122.561052226,6/27/1980,163.0,6.0,66688,W,47.630399163,82,-122.561052226,269.02888,106.02888000000002
1,1131068,852330,47.652142293999994,-122.56658864100001,4/18/1989,82.0,6.0,66703,W,47.652142293999994,35,-122.56658864100001,114.82939999999999,32.82939999999999
1,1135478,870667,47.702704921000006,-122.55063775299999,10/29/1988,50.0,6.0,66706,W,47.702704921000006,74,-122.55063775299999,242.78216,192.78216
1,1132310,848333,47.641278609,-122.561128079,6/4/1986,88.0,6.0,66747,W,47.641278609,35,-122.561128079,114.82939999999999,26.829399999999993
1,1133677,850959,47.648572292,-122.555862957,11/25/1983,66.0,6.0,66748,W,47.648572292,69,-122.555862957,226.37796,160.37796
1,1145474,847948,47.641154217,-122.507712109,7/2/1980,171.0,6.0,66776,W,47.641154217,57,-122.507712109,187.00788,16.00788
1,1132260,845685,47.634018821000005,-122.56105019700001,2/10/1992,120.0,6.0,66818,W,47.634018821000005,39,-122.56105019700001,127.95276,7.952759999999998
1,1132718,865452,47.688217688,-122.56128812700001,10/28/1991,100.0,6.0,66840,W,47.688217688,49,-122.56128812700001,160.76116,60.76115999999999
1,1133544,844340,47.630425,-122.555702595,1/9/1980,155.0,6.0,66866,W,47.630425,67,-122.555702595,219.81628,64.81628
1,1135366,866703,47.691834844,-122.55067395799999,11/9/1990,265.0,6.0,66880,W,47.691834844,40,-122.55067395799999,131.2336,-133.7664
1,1131959,865610,47.688596233,-122.564385093,5/17/1985,136.0,6.0,66933,W,47.688596233,33,-122.564385093,108.26772,-27.732280000000003
1,1142896,849337,47.644780156,-122.51830923799999,10/10/1979,120.0,6.0,66963,W,47.644780156,65,-122.51830923799999,213.2546,93.25460000000001
1,1132289,847008,47.637646265,-122.561072812,1/29/1992,167.0,6.0,67010,W,47.637646265,35,-122.561072812,114.82939999999999,-52.17060000000001
1,1134087,868058,47.695456543,-122.556008152,10/15/1992,323.0,6.0,67025,W,47.695456543,53,-122.556008152,173.88452,-149.11548
1,1136791,834988,47.60502888600001,-122.541558294,7/15/1983,159.0,6.0,67030,W,47.60502888600001,64,-122.541558294,209.97376,50.97376
1,1125887,856392,47.662899073,-122.58803600899999,5/18/1990,101.0,6.0,67033,W,47.662899073,35,-122.58803600899999,114.82939999999999,13.829399999999993
1,1128352,848425,47.641246128999995,-122.577186086,6/20/1984,118.0,6.0,67042,W,47.641246128999995,21,-122.577186086,68.89764,-49.102360000000004
1,1125869,855073,47.65928344,-122.587967362,3/2/1979,131.0,6.0,67045,W,47.65928344,22,-122.587967362,72.17848,-58.82152000000001
1,1128332,847099,47.637611123999996,-122.577125564,12/26/1989,127.0,6.0,67072,W,47.637611123999996,49,-122.577125564,160.76116,33.76115999999999
1,1134028,865422,47.688229191000005,-122.55596868299999,10/3/1979,292.0,6.0,67076,W,47.688229191000005,42,-122.55596868299999,137.79528,-154.20472
1,1132718,865452,47.688217688,-122.56128812700001,7/18/1989,138.0,6.0,67090,W,47.688217688,49,-122.56128812700001,160.76116,22.76115999999999
1,1128232,833209,47.599541544,-122.57604844299999,11/20/1973,77.0,6.0,67094,W,47.599541544,3,-122.57604844299999,9.84252,-67.15747999999999
1,1134151,870710,47.702728068999996,-122.556029029,10/25/1988,70.0,6.0,67111,W,47.702728068999996,90,-122.556029029,295.2756,225.2756
1,1138185,871900,47.706275941,-122.53977856600001,8/1/1986,248.0,6.0,67113,W,47.706275941,39,-122.53977856600001,127.95276,-120.04724
1,1132952,873409,47.710038008999994,-122.56118252,8/10/1983,69.0,6.0,67150,W,47.710038008999994,40,-122.56118252,131.2336,62.233599999999996
1,1132952,873409,47.710038008999994,-122.56118252,3/6/1978,174.0,6.0,67157,W,47.710038008999994,40,-122.56118252,131.2336,-42.766400000000004
1,1136760,869303,47.69905854100001,-122.545290074,7/10/1985,583.0,6.0,67176,W,47.69905854100001,33,-122.545290074,108.26772,-474.73228
1,1143316,867805,47.695416601999995,-122.518522994,3/30/1978,70.0,6.0,67177,W,47.695416601999995,53,-122.518522994,173.88452,103.88452000000001
1,1138083,869265,47.699048316,-122.539915936,5/9/1975,55.0,6.0,67178,W,47.699048316,25,-122.539915936,82.021,27.021
1,1134793,870036,47.700927027,-122.55335169799999,8/14/1985,87.0,6.0,67194,W,47.700927027,62,-122.55335169799999,203.41208,116.41208
1,1128395,851072,47.648502633999996,-122.577294455,4/14/1978,86.0,6.0,67217,W,47.648502633999996,46,-122.577294455,150.91864,64.91864000000001
1,1141700,854668,47.659304571999996,-122.52371370700001,6/30/1977,37.0,6.0,67242,W,47.659304571999996,26,-122.52371370700001,85.30184,48.30184
1,1135440,869343,47.699074214,-122.55065224799999,2/4/1987,55.0,6.0,67243,W,47.699074214,66,-122.55065224799999,216.53544,161.53544
1,1136791,834988,47.60502888600001,-122.541558294,5/16/1986,145.0,6.0,67262,W,47.60502888600001,64,-122.541558294,209.97376,64.97376
1,1142527,838843,47.615997488000005,-122.518716216,12/11/1978,143.0,6.0,67283,W,47.615997488000005,37,-122.518716216,121.39108,-21.608919999999998
1,1139354,867909,47.695422582,-122.53461484299999,1/26/1982,67.0,6.0,67293,W,47.695422582,31,-122.53461484299999,101.70604,34.70604
1,1135594,873308,47.709949984,-122.55044562399999,4/25/1977,237.0,6.0,67322,W,47.709949984,76,-122.55044562399999,249.34384,12.34384
1,1129845,856325,47.663001551,-122.571974147,8/7/1983,41.0,6.0,67399,W,47.663001551,45,-122.571974147,147.6378,106.6378
1,1133605,846985,47.637677368999995,-122.555734828,4/20/1990,124.0,6.0,67448,W,47.637677368999995,44,-122.555734828,144.35696,20.356959999999987
1,1132355,850981,47.648538011999996,-122.561226257,8/20/1979,70.0,6.0,67471,W,47.648538011999996,35,-122.561226257,114.82939999999999,44.82939999999999
1,1141323,838801,47.615797833,-122.523591381,9/20/1992,23.0,36.0,67488,W,47.615797833,43,-122.523591381,141.07612,118.07612
1,1136086,840323,47.619598381,-122.544975458,6/8/1990,175.0,6.0,67517,W,47.619598381,46,-122.544975458,150.91864,-24.08135999999999
1,1148637,844627,47.63227358100001,-122.494546454,3/15/1974,160.0,8.0,67531,W,47.63227358100001,47,-122.494546454,154.19948,-5.800520000000006
1,1132689,864134,47.68460403899999,-122.561266006,3/3/1988,128.0,6.0,67562,W,47.68460403899999,51,-122.561266006,167.32283999999999,39.322839999999985
1,1140472,858677,47.670203778,-122.52911294299999,12/20/1976,302.0,6.0,67568,W,47.670203778,47,-122.52911294299999,154.19948,-147.80052
1,1130992,848359,47.641255336,-122.566474848,12/4/1981,103.0,6.0,67571,W,47.641255336,27,-122.566474848,88.58268,-14.417320000000004
1,1131488,831138,47.594100504,-122.562637403,8/24/1989,90.0,6.0,67579,W,47.594100504,30,-122.562637403,98.4252,8.425200000000004
1,1135440,869343,47.699074214,-122.55065224799999,8/30/1990,360.0,6.0,67593,W,47.699074214,66,-122.55065224799999,216.53544,-143.46456
1,1135440,869343,47.699074214,-122.55065224799999,12/9/1991,208.0,8.0,67594,W,47.699074214,66,-122.55065224799999,216.53544,8.535439999999994
1,1138876,846845,47.637668303999995,-122.534349429,3/15/1978,91.0,6.0,67596,W,47.637668303999995,71,-122.534349429,232.93964,141.93964
1,1134274,873359,47.70999556100001,-122.55581006,4/22/1992,503.0,6.0,67645,W,47.70999556100001,88,-122.55581006,288.71392,-214.28608000000003
1,1128458,852384,47.652102359,-122.577179122,1/10/1979,73.0,6.0,67652,W,47.652102359,57,-122.577179122,187.00788,114.00788
1,1137439,841610,47.623221166,-122.539626634,4/10/1979,170.0,6.0,67654,W,47.623221166,46,-122.539626634,150.91864,-19.08135999999999
1,1132310,848333,47.641278609,-122.561128079,5/21/1986,104.0,6.0,67660,W,47.641278609,35,-122.561128079,114.82939999999999,10.829399999999993
1,1127262,857689,47.666552747,-122.58259759399999,10/3/1990,239.0,6.0,67673,W,47.666552747,51,-122.58259759399999,167.32283999999999,-71.67716000000001
1,1135440,869343,47.699074214,-122.55065224799999,4/13/1986,86.0,6.0,67702,W,47.699074214,66,-122.55065224799999,216.53544,130.53544
1,1141969,866515,47.691787118,-122.52385584,12/18/1989,97.0,6.0,67704,W,47.691787118,70,-122.52385584,229.65879999999999,132.65879999999999
1,1128573,857667,47.666587213999996,-122.577277116,5/4/1986,113.0,6.0,67712,W,47.666587213999996,39,-122.577277116,127.95276,14.952759999999998
1,1147994,845308,47.63409514600001,-122.49722312200001,8/4/1987,165.0,6.0,67713,W,47.63409514600001,53,-122.49722312200001,173.88452,8.884520000000009
1,1139909,836221,47.608628229,-122.52905293,8/29/1992,105.0,6.0,67751,W,47.608628229,63,-122.52905293,206.69292,101.69291999999999
1,1142931,850651,47.648383346,-122.518303683,6/18/1987,89.0,6.0,67789,W,47.648383346,39,-122.518303683,127.95276,38.95276
1,1138998,852142,47.652192156999995,-122.53440883299999,8/30/1994,222.0,6.0,67792,W,47.652192156999995,57,-122.53440883299999,187.00788,-34.99212
1,1128395,851072,47.648502633999996,-122.577294455,10/10/1984,63.0,6.0,67801,W,47.648502633999996,46,-122.577294455,150.91864,87.91864000000001
1,1136432,856195,47.663116513,-122.54524152399999,2/21/1980,171.0,8.0,67824,W,47.663116513,79,-122.54524152399999,259.18636,88.18635999999998
1,1145318,842713,47.6267978,-122.50780421,11/1/1985,107.0,6.0,67829,W,47.6267978,14,-122.50780421,45.93176,-61.06824
1,1140776,870504,47.7026338,-122.52911423299999,6/14/1986,90.0,6.0,67830,W,47.7026338,0,-122.52911423299999,0.0,-90.0
1,1141278,837490,47.612202102,-122.52363741299999,9/4/1986,153.0,6.0,67842,W,47.612202102,100,-122.52363741299999,328.084,175.084
1,1128889,832512,47.597678921,-122.573312395,4/12/1987,50.0,6.0,67849,W,47.597678921,22,-122.573312395,72.17848,22.178479999999993
1,1137990,866634,47.691832262,-122.54001716299999,7/18/1985,390.0,6.0,67853,W,47.691832262,55,-122.54001716299999,180.4462,-209.5538
1,1135694,875910,47.717087012,-122.55031429200001,3/27/1975,140.0,6.0,67863,W,47.717087012,53,-122.55031429200001,173.88452,33.88452000000001
1,1140001,838854,47.615849985,-122.52895463899999,10/12/1990,164.0,8.0,67907,W,47.615849985,48,-122.52895463899999,157.48032,-6.519679999999994
1,1145981,869077,47.699088588,-122.507837653,11/22/1991,59.0,8.0,67912,W,47.699088588,18,-122.507837653,59.05512,0.05512000000000228
1,1135237,860170,47.673923885,-122.550508078,8/23/1996,52.0,6.0,67917,W,47.673923885,25,-122.550508078,82.021,30.021
1,1134114,832413,47.597782152,-122.55213371,7/21/1980,86.0,6.0,67935,W,47.597782152,0,-122.55213371,0.0,-86.0
1,1132816,832443,47.597771682,-122.55739552,6/27/1980,83.0,6.0,67936,W,47.597771682,0,-122.55739552,0.0,-83.0
1,1131488,831138,47.594100504,-122.562637403,5/3/1990,154.0,6.0,67939,W,47.594100504,30,-122.562637403,98.4252,-55.574799999999996
1,1132260,845685,47.634018821000005,-122.56105019700001,2/3/1976,270.0,6.0,67951,W,47.634018821000005,39,-122.56105019700001,127.95276,-142.04724
1,1138230,847534,47.639510661,-122.53704073,2/13/1979,90.0,6.0,68059,W,47.639510661,82,-122.53704073,269.02888,179.02888000000002
1,1135400,868021,47.695448838000004,-122.550675069,4/19/1991,228.0,6.0,68106,W,47.695448838000004,50,-122.550675069,164.042,-63.958
1,1140349,853406,47.65575123,-122.529061731,7/3/1991,108.0,6.0,68116,W,47.65575123,21,-122.529061731,68.89764,-39.102360000000004
1,1131162,856302,47.663033225,-122.56662957299999,10/25/1990,40.0,6.0,68119,W,47.663033225,46,-122.56662957299999,150.91864,110.91864000000001
1,1132845,872083,47.706396892,-122.561476197,7/6/1979,108.0,6.0,68144,W,47.706396892,64,-122.561476197,209.97376,101.97376
1,1135480,835027,47.605042631,-122.546874442,9/21/1983,116.0,8.0,68150,W,47.605042631,16,-122.546874442,52.49344,-63.50656
1,1134056,866735,47.691829062,-122.555993975,9/13/1978,183.0,6.0,68155,W,47.691829062,64,-122.555993975,209.97376,26.97376
1,1135480,835027,47.605042631,-122.546874442,1/28/1991,188.0,8.0,68157,W,47.605042631,16,-122.546874442,52.49344,-135.50656
1,1141278,837490,47.612202102,-122.52363741299999,2/16/1990,231.0,6.0,68170,W,47.612202102,100,-122.52363741299999,328.084,97.084
1,1146727,846636,47.637646238,-122.502496473,10/5/1989,59.0,6.0,68172,W,47.637646238,37,-122.502496473,121.39108,62.39108
1,1146727,846636,47.637646238,-122.502496473,10/11/1989,76.0,6.0,68173,W,47.637646238,37,-122.502496473,121.39108,45.39108
1,1137616,849549,47.644988821000005,-122.539741533,4/27/1991,101.0,6.0,68176,W,47.644988821000005,69,-122.539741533,226.37796,125.37796
1,1136208,845611,47.634097696000005,-122.545036791,8/21/1989,108.0,6.0,68182,W,47.634097696000005,57,-122.545036791,187.00788,79.00788
1,1135744,877212,47.720658257,-122.55024871799999,3/14/1991,80.0,6.0,68195,W,47.720658257,37,-122.55024871799999,121.39108,41.39108
1,1128921,833874,47.601413515,-122.57332782799999,12/16/1985,70.0,6.0,68198,W,47.601413515,27,-122.57332782799999,88.58268,18.582679999999996
1,1132032,836451,47.608698733999994,-122.560996144,6/11/1979,54.0,8.0,68207,W,47.608698733999994,110,-122.560996144,360.8924,306.8924
1,1132798,869426,47.699112899,-122.56138504100001,7/23/1981,108.0,6.0,68214,W,47.699112899,48,-122.56138504100001,157.48032,49.480320000000006
1,1128395,851072,47.648502633999996,-122.577294455,1/19/1989,141.0,6.0,68225,W,47.648502633999996,46,-122.577294455,150.91864,9.91864000000001
1,1128573,857667,47.666587213999996,-122.577277116,11/22/1991,224.0,6.0,68226,W,47.666587213999996,39,-122.577277116,127.95276,-96.04724
1,1137847,860098,47.673912076,-122.539911351,7/9/1991,46.0,6.0,68227,W,47.673912076,17,-122.539911351,55.77428,9.774279999999997
1,1137585,848223,47.641353024,-122.539728162,2/4/1985,58.0,6.0,68228,W,47.641353024,77,-122.539728162,252.62468,194.62468
1,1129402,841775,47.623099136,-122.57222020100001,9/30/1991,138.0,6.0,68229,W,47.623099136,125,-122.57222020100001,410.105,272.105
1,1137526,845573,47.634087103999995,-122.539689472,8/9/1990,125.0,6.0,68231,W,47.634087103999995,56,-122.539689472,183.72704,58.72703999999999
1,1141550,848061,47.641189023,-122.523634435,9/4/1986,54.0,6.0,68232,W,47.641189023,86,-122.523634435,282.15224,228.15224
1,1128352,848425,47.641246128999995,-122.577186086,7/24/1979,74.0,6.0,68237,W,47.641246128999995,21,-122.577186086,68.89764,-5.1023600000000044
1,1137064,877162,47.720615163999994,-122.54488331700001,4/25/1988,119.0,6.0,68238,W,47.720615163999994,0,-122.54488331700001,0.0,-119.0
1,1134425,877260,47.72069569399999,-122.555609856,3/21/1990,130.0,6.0,68239,W,47.72069569399999,0,-122.555609856,0.0,-130.0
1,1132697,861549,47.677521197,-122.560959395,9/11/1982,68.0,6.0,68240,W,47.677521197,31,-122.560959395,101.70604,33.70604
1,1134425,877260,47.72069569399999,-122.555609856,4/30/1990,71.0,6.0,68242,W,47.72069569399999,0,-122.555609856,0.0,-71.0
1,1142521,836921,47.610730151999995,-122.518541149,12/6/1989,308.0,6.0,68249,W,47.610730151999995,83,-122.518541149,272.30971999999997,-35.69028000000003
1,1136208,845611,47.634097696000005,-122.545036791,10/5/1988,127.0,,68258,W,47.634097696000005,57,-122.545036791,187.00788,60.00788
1,1143824,837884,47.613460374,-122.513360529,1/29/1986,121.0,6.0,68265,W,47.613460374,36,-122.513360529,118.11024,-2.8897599999999954
1,1127169,853731,47.655700276000005,-122.58255084,9/1/1989,54.0,6.0,68267,W,47.655700276000005,35,-122.58255084,114.82939999999999,60.82939999999999
1,1145102,836890,47.610825773,-122.508078735,5/2/1983,118.0,6.0,68270,W,47.610825773,67,-122.508078735,219.81628,101.81628
1,1133706,852283,47.65220245,-122.555885331,4/11/1990,149.0,6.0,68281,W,47.65220245,85,-122.555885331,278.8714,129.8714
1,1139354,867909,47.695422582,-122.53461484299999,11/20/1991,582.0,6.0,68286,W,47.695422582,31,-122.53461484299999,101.70604,-480.29395999999997
1,1134425,877260,47.72069569399999,-122.555609856,3/16/1990,129.0,6.0,68288,W,47.72069569399999,0,-122.555609856,0.0,-129.0
1,1141672,853349,47.655688193,-122.52368998600001,11/20/1989,157.0,6.0,68291,W,47.655688193,27,-122.52368998600001,88.58268,-68.41732
1,1132821,870755,47.702756233,-122.561432699,3/2/1992,73.0,6.0,68296,W,47.702756233,56,-122.561432699,183.72704,110.72703999999999
1,1128332,847099,47.637611123999996,-122.577125564,12/18/1991,363.0,6.0,68298,W,47.637611123999996,49,-122.577125564,160.76116,-202.23884
1,1145428,846659,47.637618755,-122.50776555899999,11/2/1987,70.0,6.0,68299,W,47.637618755,62,-122.50776555899999,203.41208,133.41208
1,1132659,862815,47.680987571,-122.56124784,7/3/1991,141.0,6.0,68313,W,47.680987571,48,-122.56124784,157.48032,16.480320000000006
1,1143824,837884,47.613460374,-122.513360529,8/20/1986,85.0,6.0,68316,W,47.613460374,36,-122.513360529,118.11024,33.110240000000005
1,1135744,877212,47.720658257,-122.55024871799999,3/18/1991,62.0,4.0,68320,W,47.720658257,37,-122.55024871799999,121.39108,59.39108
1,1135744,877212,47.720658257,-122.55024871799999,5/4/1990,69.0,6.0,68321,W,47.720658257,37,-122.55024871799999,121.39108,52.39108
1,1138998,852142,47.652192156999995,-122.53440883299999,4/23/1991,97.0,6.0,68327,W,47.652192156999995,57,-122.53440883299999,187.00788,90.00788
1,1137675,852197,47.652249221000005,-122.539780029,10/10/1991,304.0,6.0,68328,W,47.652249221000005,66,-122.539780029,216.53544,-87.46456
1,1134118,869384,47.699092238,-122.556022649,1/24/1989,220.0,6.0,68333,W,47.699092238,60,-122.556022649,196.8504,-23.149599999999992
1,1132798,869426,47.699112899,-122.56138504100001,8/1/1989,150.0,6.0,68340,W,47.699112899,48,-122.56138504100001,157.48032,7.480320000000006
1,1138185,871900,47.706275941,-122.53977856600001,11/5/1980,135.0,6.0,68346,W,47.706275941,39,-122.53977856600001,127.95276,-7.047240000000002
1,1137467,842932,47.626845821,-122.53965173600001,4/25/1984,100.0,6.0,68348,W,47.626845821,22,-122.53965173600001,72.17848,-27.821520000000007
1,1145562,850534,47.64824676600001,-122.507622235,6/18/1991,310.0,6.0,68358,W,47.64824676600001,0,-122.507622235,0.0,-310.0
1,1135279,861483,47.677524782,-122.55047619,12/19/1977,52.0,6.0,68359,W,47.677524782,40,-122.55047619,131.2336,79.2336
1,1145428,846659,47.637618755,-122.50776555899999,10/25/1979,92.0,6.0,68362,W,47.637618755,62,-122.50776555899999,203.41208,111.41208
1,1137990,866634,47.691832262,-122.54001716299999,10/27/1994,49.0,6.0,68370,W,47.691832262,55,-122.54001716299999,180.4462,131.4462
1,1138968,850819,47.648564664,-122.53439208200001,10/13/1978,124.0,6.0,68371,W,47.648564664,59,-122.53439208200001,193.56956,69.56956
1,1137646,850872,47.648616319,-122.53975864700001,4/24/1992,44.0,6.0,68376,W,47.648616319,64,-122.53975864700001,209.97376,165.97376
1,1128573,857667,47.666587213999996,-122.577277116,10/12/1979,147.0,6.0,68380,W,47.666587213999996,39,-122.577277116,127.95276,-19.047240000000002
1,1134151,870710,47.702728068999996,-122.556029029,12/30/1989,266.0,6.0,68383,W,47.702728068999996,90,-122.556029029,295.2756,29.275599999999997
1,1142896,849337,47.644780156,-122.51830923799999,11/25/1990,61.0,6.0,68392,W,47.644780156,65,-122.51830923799999,213.2546,152.2546
1,1127207,856371,47.66293718,-122.5826795,1/16/1990,94.0,6.0,68405,W,47.66293718,42,-122.5826795,137.79528,43.79527999999999
1,1132448,854954,47.65943163399999,-122.56127025299999,12/6/1990,167.0,6.0,68408,W,47.65943163399999,61,-122.56127025299999,200.13124,33.13123999999999
1,1132448,854954,47.65943163399999,-122.56127025299999,8/17/1990,169.0,6.0,68409,W,47.65943163399999,61,-122.56127025299999,200.13124,31.13123999999999
1,1135645,874608,47.713515832,-122.550375797,5/2/1990,145.0,6.0,68410,W,47.713515832,66,-122.550375797,216.53544,71.53544
1,1134028,865422,47.688229191000005,-122.55596868299999,9/23/1981,282.0,6.0,68413,W,47.688229191000005,42,-122.55596868299999,137.79528,-144.20472
1,1133988,861517,47.677525847,-122.555717898,9/23/1991,240.0,6.0,68414,W,47.677525847,27,-122.555717898,88.58268,-151.41732000000002
1,1131101,853654,47.655772731000006,-122.56659552299999,5/10/1990,48.0,6.0,68416,W,47.655772731000006,44,-122.56659552299999,144.35696,96.35695999999999
1,1139051,854780,47.659424705,-122.53446989700001,9/4/1990,109.0,6.0,68419,W,47.659424705,63,-122.53446989700001,206.69292,97.69291999999999
1,1137064,877162,47.720615163999994,-122.54488331700001,5/12/1983,103.0,6.0,68430,W,47.720615163999994,0,-122.54488331700001,0.0,-103.0
1,1132659,862815,47.680987571,-122.56124784,5/25/1988,134.0,6.0,68436,W,47.680987571,48,-122.56124784,157.48032,23.480320000000006
1,1142004,867831,47.695395703,-122.523850864,12/13/1989,254.0,6.0,68438,W,47.695395703,56,-122.523850864,183.72704,-70.27296000000001
1,1129938,858965,47.6702424,-122.57187826200001,3/24/1998,380.0,6.0,68449,W,47.6702424,42,-122.57187826200001,137.79528,-242.20472
1,1128861,831151,47.59394735,-122.57328086700001,8/20/1987,84.0,,68453,W,47.59394735,1,-122.57328086700001,3.28084,-80.71916
1,1141644,852030,47.652071807,-122.523666269,11/21/1979,204.0,6.0,68463,W,47.652071807,39,-122.523666269,127.95276,-76.04724
1,1135237,860170,47.673923885,-122.550508078,1/29/1990,30.0,6.0,68466,W,47.673923885,25,-122.550508078,82.021,52.021
1,1138030,867946,47.695430241000004,-122.53999256799999,5/23/1991,444.0,6.0,68474,W,47.695430241000004,46,-122.53999256799999,150.91864,-293.08136
1,1135694,875910,47.717087012,-122.55031429200001,8/9/1989,215.0,6.0,68480,W,47.717087012,53,-122.55031429200001,173.88452,-41.11547999999999
1,1131068,852330,47.652142293999994,-122.56658864100001,10/24/1990,74.0,6.0,68481,W,47.652142293999994,35,-122.56658864100001,114.82939999999999,40.82939999999999
1,1129790,853680,47.655749711000006,-122.571915354,5/14/1990,59.0,6.0,68482,W,47.655749711000006,47,-122.571915354,154.19948,95.19948
1,1135194,858855,47.67031743,-122.55054380700001,7/14/1988,111.0,6.0,68483,W,47.67031743,61,-122.55054380700001,200.13124,89.13123999999999
1,1135477,842320,47.625027443,-122.54765390700001,7/12/1989,244.0,6.0,68485,W,47.625027443,86,-122.54765390700001,282.15224,38.152240000000006
1,1139266,863979,47.684647334,-122.534560481,1/6/1989,133.0,6.0,68486,W,47.684647334,69,-122.534560481,226.37796,93.37796
1,1134374,875960,47.71712985600001,-122.555679342,6/20/1975,62.0,6.0,68492,W,47.71712985600001,34,-122.555679342,111.54856,49.548559999999995
1,1132697,861549,47.677521197,-122.560959395,8/6/1980,40.0,6.0,68496,W,47.677521197,31,-122.560959395,101.70604,61.70604
1,1140404,856044,47.66298391,-122.52911396100001,8/11/1990,48.0,6.0,68499,W,47.66298391,23,-122.52911396100001,75.45932,27.459320000000005
1,1135744,877212,47.720658257,-122.55024871799999,3/12/1991,120.0,6.0,68503,W,47.720658257,37,-122.55024871799999,121.39108,1.3910800000000023
1,1143824,837884,47.613460374,-122.513360529,11/15/1989,142.0,6.0,68505,W,47.613460374,36,-122.513360529,118.11024,-23.889759999999995
1,1135694,875910,47.717087012,-122.55031429200001,6/14/1983,105.0,6.0,68509,W,47.717087012,53,-122.55031429200001,173.88452,68.88452000000001
1,1136589,862753,47.681098073,-122.545294615,4/9/1981,67.0,6.0,68517,W,47.681098073,70,-122.545294615,229.65879999999999,162.65879999999999
1,1134028,865422,47.688229191000005,-122.55596868299999,3/11/1980,40.0,6.0,68519,W,47.688229191000005,42,-122.55596868299999,137.79528,97.79527999999999
1,1127169,853731,47.655700276000005,-122.58255084,11/24/1986,53.0,6.0,68520,W,47.655700276000005,35,-122.58255084,114.82939999999999,61.82939999999999
1,1134425,877260,47.72069569399999,-122.555609856,2/8/1982,116.0,6.0,68522,W,47.72069569399999,0,-122.555609856,0.0,-116.0
1,1132749,866768,47.691825994,-122.56130192100001,7/27/1989,183.0,6.0,68529,W,47.691825994,51,-122.56130192100001,167.32283999999999,-15.677160000000015
1,1142748,844065,47.630322926000005,-122.51836222200001,9/29/1994,338.0,6.0,68535,W,47.630322926000005,59,-122.51836222200001,193.56956,-144.43044
1,1127169,853731,47.655700276000005,-122.58255084,6/28/1988,73.0,6.0,68536,W,47.655700276000005,35,-122.58255084,114.82939999999999,41.82939999999999
1,1146393,836871,47.610863675,-122.50284512700001,6/17/1983,78.0,6.0,68537,W,47.610863675,83,-122.50284512700001,272.30971999999997,194.30971999999997
1,1134274,873359,47.70999556100001,-122.55581006,1/22/1990,179.0,6.0,68545,W,47.70999556100001,88,-122.55581006,288.71392,109.71391999999997
1,1137013,875860,47.71704385100001,-122.544953311,6/5/1989,126.0,6.0,68551,W,47.71704385100001,21,-122.544953311,68.89764,-57.102360000000004
1,1130265,844405,47.630368128,-122.569001934,3/11/1986,53.0,6.0,68554,W,47.630368128,129,-122.569001934,423.22836,370.22836
1,1145333,869747,47.700879295,-122.510537293,7/8/1988,120.0,6.0,68555,W,47.700879295,47,-122.510537293,154.19948,34.199479999999994
1,1142860,848022,47.641174148999994,-122.518318743,3/7/1984,91.0,6.0,68560,W,47.641174148999994,62,-122.518318743,203.41208,112.41208
1,1132355,850981,47.648538011999996,-122.561226257,8/29/1980,55.0,6.0,68572,W,47.648538011999996,35,-122.561226257,114.82939999999999,59.82939999999999
1,1135694,875910,47.717087012,-122.55031429200001,1/10/1992,172.0,6.0,68573,W,47.717087012,53,-122.55031429200001,173.88452,1.884520000000009
1,1139505,871860,47.706259769,-122.53441567,9/2/1977,165.0,6.0,68580,W,47.706259769,0,-122.53441567,0.0,-165.0
1,1131101,853654,47.655772731000006,-122.56659552299999,3/7/1990,100.0,6.0,68581,W,47.655772731000006,44,-122.56659552299999,144.35696,44.35695999999999
1,1139354,867909,47.695422582,-122.53461484299999,3/6/1991,481.0,6.0,68583,W,47.695422582,31,-122.53461484299999,101.70604,-379.29395999999997
1,1129790,853680,47.655749711000006,-122.571915354,10/22/1990,54.0,6.0,68584,W,47.655749711000006,47,-122.571915354,154.19948,100.19948
1,1129938,858965,47.6702424,-122.57187826200001,5/18/1987,128.0,6.0,68587,W,47.6702424,42,-122.57187826200001,137.79528,9.795279999999991
1,1144442,858541,47.670109911000004,-122.51299294299999,10/12/1987,220.0,6.0,68593,W,47.670109911000004,72,-122.51299294299999,236.22048,16.22048000000001
1,1135307,864084,47.68465406,-122.55063701,1/26/1981,105.0,16.0,68606,W,47.68465406,48,-122.55063701,157.48032,52.480320000000006
1,1131106,843067,47.626762065,-122.56545062,4/24/1991,55.0,6.0,68608,W,47.626762065,116,-122.56545062,380.57744,325.57744
1,1131981,866969,47.69232172,-122.564440193,5/30/1989,80.0,6.0,68619,W,47.69232172,38,-122.564440193,124.67192,44.67192
1,1131132,854977,47.659400276999996,-122.566610412,12/1/1987,75.0,6.0,68620,W,47.659400276999996,47,-122.566610412,154.19948,79.19948
1,1128861,831151,47.59394735,-122.57328086700001,9/17/1991,86.0,6.0,68638,W,47.59394735,1,-122.57328086700001,3.28084,-82.71916
1,1132798,869426,47.699112899,-122.56138504100001,12/11/1987,173.0,6.0,68641,W,47.699112899,48,-122.56138504100001,157.48032,-15.519679999999994
