Number of Records,St Plane Xcoord Nr,St Plane Ycoord Nr,Src Lat,Src Lon,Well Comp Dt,Well Depth Qt,Well Diameter Qt,Well Log Id,Well Type Cd
1,1128952,835235,47.605145289,-122.573347208,4/10/1984,68,6,66585,W
1,1145428,846659,47.637618755,-122.507765559,7/18/1979,51,6,66610,W
1,1139399,833579,47.601352298,-122.530843845,8/10/1982,117,6,66637,W
1,1133969,862796,47.681029214,-122.555930283,10/11/1980,60,,66647,W
1,1135518,871990,47.706333024,-122.550615032,10/25/1989,71,6,66648,W
1,1136757,833668,47.601409247,-122.541557592,4/6/1990,18,38,66679,W
1,1132225,844365,47.630399163,-122.561052226,6/27/1980,163,6,66688,W
1,1131068,852330,47.652142294,-122.566588641,4/18/1989,82,6,66703,W
1,1135478,870667,47.702704921,-122.550637753,10/29/1988,50,6,66706,W
1,1132310,848333,47.641278609,-122.561128079,6/4/1986,88,6,66747,W
1,1133677,850959,47.648572292,-122.555862957,11/25/1983,66,6,66748,W
1,1145474,847948,47.641154217,-122.507712109,7/2/1980,171,6,66776,W
1,1132260,845685,47.634018821,-122.561050197,2/10/1992,120,6,66818,W
1,1132718,865452,47.688217688,-122.561288127,10/28/1991,100,6,66840,W
1,1133544,844340,47.630425000,-122.555702595,1/9/1980,155,6,66866,W
1,1135366,866703,47.691834844,-122.550673958,11/9/1990,265,6,66880,W
1,1131959,865610,47.688596233,-122.564385093,5/17/1985,136,6,66933,W
1,1142896,849337,47.644780156,-122.518309238,10/10/1979,120,6,66963,W
1,1132289,847008,47.637646265,-122.561072812,1/29/1992,167,6,67010,W
1,1134087,868058,47.695456543,-122.556008152,10/15/1992,323,6,67025,W
1,1136791,834988,47.605028886,-122.541558294,7/15/1983,159,6,67030,W
1,1125887,856392,47.662899073,-122.588036009,5/18/1990,101,6,67033,W
1,1128352,848425,47.641246129,-122.577186086,6/20/1984,118,6,67042,W
1,1125869,855073,47.659283440,-122.587967362,3/2/1979,131,6,67045,W
1,1128332,847099,47.637611124,-122.577125564,12/26/1989,127,6,67072,W
1,1134028,865422,47.688229191,-122.555968683,10/3/1979,292,6,67076,W
1,1132718,865452,47.688217688,-122.561288127,7/18/1989,138,6,67090,W
1,1128232,833209,47.599541544,-122.576048443,11/20/1973,77,6,67094,W
1,1134151,870710,47.702728069,-122.556029029,10/25/1988,70,6,67111,W
1,1138185,871900,47.706275941,-122.539778566,8/1/1986,248,6,67113,W
1,1132952,873409,47.710038009,-122.561182520,8/10/1983,69,6,67150,W
1,1132952,873409,47.710038009,-122.561182520,3/6/1978,174,6,67157,W
1,1136760,869303,47.699058541,-122.545290074,7/10/1985,583,6,67176,W
1,1143316,867805,47.695416602,-122.518522994,3/30/1978,70,6,67177,W
1,1138083,869265,47.699048316,-122.539915936,5/9/1975,55,6,67178,W
1,1134793,870036,47.700927027,-122.553351698,8/14/1985,87,6,67194,W
1,1128395,851072,47.648502634,-122.577294455,4/14/1978,86,6,67217,W
1,1141700,854668,47.659304572,-122.523713707,6/30/1977,37,6,67242,W
1,1135440,869343,47.699074214,-122.550652248,2/4/1987,55,6,67243,W
1,1136791,834988,47.605028886,-122.541558294,5/16/1986,145,6,67262,W
1,1142527,838843,47.615997488,-122.518716216,12/11/1978,143,6,67283,W
1,1139354,867909,47.695422582,-122.534614843,1/26/1982,67,6,67293,W
1,1135594,873308,47.709949984,-122.550445624,4/25/1977,237,6,67322,W
1,1129845,856325,47.663001551,-122.571974147,8/7/1983,41,6,67399,W
1,1133605,846985,47.637677369,-122.555734828,4/20/1990,124,6,67448,W
1,1132355,850981,47.648538012,-122.561226257,8/20/1979,70,6,67471,W
1,1141323,838801,47.615797833,-122.523591381,9/20/1992,23,36,67488,W
1,1136086,840323,47.619598381,-122.544975458,6/8/1990,175,6,67517,W
1,1148637,844627,47.632273581,-122.494546454,3/15/1974,160,8,67531,W
1,1132689,864134,47.684604039,-122.561266006,3/3/1988,128,6,67562,W
1,1140472,858677,47.670203778,-122.529112943,12/20/1976,302,6,67568,W
1,1130992,848359,47.641255336,-122.566474848,12/4/1981,103,6,67571,W
1,1131488,831138,47.594100504,-122.562637403,8/24/1989,90,6,67579,W
1,1135440,869343,47.699074214,-122.550652248,8/30/1990,360,6,67593,W
1,1135440,869343,47.699074214,-122.550652248,12/9/1991,208,8,67594,W
1,1138876,846845,47.637668304,-122.534349429,3/15/1978,91,6,67596,W
1,1134274,873359,47.709995561,-122.555810060,4/22/1992,503,6,67645,W
1,1128458,852384,47.652102359,-122.577179122,1/10/1979,73,6,67652,W
1,1137439,841610,47.623221166,-122.539626634,4/10/1979,170,6,67654,W
1,1132310,848333,47.641278609,-122.561128079,5/21/1986,104,6,67660,W
1,1127262,857689,47.666552747,-122.582597594,10/3/1990,239,6,67673,W
1,1135440,869343,47.699074214,-122.550652248,4/13/1986,86,6,67702,W
1,1141969,866515,47.691787118,-122.523855840,12/18/1989,97,6,67704,W
1,1128573,857667,47.666587214,-122.577277116,5/4/1986,113,6,67712,W
1,1147994,845308,47.634095146,-122.497223122,8/4/1987,165,6,67713,W
1,1139909,836221,47.608628229,-122.529052930,8/29/1992,105,6,67751,W
1,1142931,850651,47.648383346,-122.518303683,6/18/1987,89,6,67789,W
1,1138998,852142,47.652192157,-122.534408833,8/30/1994,222,6,67792,W
1,1128395,851072,47.648502634,-122.577294455,10/10/1984,63,6,67801,W
1,1136432,856195,47.663116513,-122.545241524,2/21/1980,171,8,67824,W
1,1145318,842713,47.626797800,-122.50780421,11/1/1985,107,6,67829,W
1,1140776,870504,47.702633800,-122.529114233,6/14/1986,90,6,67830,W
1,1141278,837490,47.612202102,-122.523637413,9/4/1986,153,6,67842,W
1,1128889,832512,47.597678921,-122.573312395,4/12/1987,50,6,67849,W
1,1137990,866634,47.691832262,-122.540017163,7/18/1985,390,6,67853,W
1,1135694,875910,47.717087012,-122.550314292,3/27/1975,140,6,67863,W
1,1140001,838854,47.615849985,-122.528954639,10/12/1990,164,8,67907,W
1,1145981,869077,47.699088588,-122.507837653,11/22/1991,59,8,67912,W
1,1135237,860170,47.673923885,-122.550508078,8/23/1996,52,6,67917,W
1,1134114,832413,47.597782152,-122.552133710,7/21/1980,86,6,67935,W
1,1132816,832443,47.597771682,-122.557395520,6/27/1980,83,6,67936,W
1,1131488,831138,47.594100504,-122.562637403,5/3/1990,154,6,67939,W
1,1132260,845685,47.634018821,-122.561050197,2/3/1976,270,6,67951,W
1,1138230,847534,47.639510661,-122.537040730,2/13/1979,90,6,68059,W
1,1135400,868021,47.695448838,-122.550675069,4/19/1991,228,6,68106,W
1,1140349,853406,47.655751230,-122.529061731,7/3/1991,108,6,68116,W
1,1131162,856302,47.663033225,-122.566629573,10/25/1990,40,6,68119,W
1,1132845,872083,47.706396892,-122.561476197,7/6/1979,108,6,68144,W
1,1135480,835027,47.605042631,-122.546874442,9/21/1983,116,8,68150,W
1,1134056,866735,47.691829062,-122.555993975,9/13/1978,183,6,68155,W
1,1135480,835027,47.605042631,-122.546874442,1/28/1991,188,8,68157,W
1,1141278,837490,47.612202102,-122.523637413,2/16/1990,231,6,68170,W
1,1146727,846636,47.637646238,-122.502496473,10/5/1989,59,6,68172,W
1,1146727,846636,47.637646238,-122.502496473,10/11/1989,76,6,68173,W
1,1137616,849549,47.644988821,-122.539741533,4/27/1991,101,6,68176,W
1,1136208,845611,47.634097696,-122.545036791,8/21/1989,108,6,68182,W
1,1135744,877212,47.720658257,-122.550248718,3/14/1991,80,6,68195,W
1,1128921,833874,47.601413515,-122.573327828,12/16/1985,70,6,68198,W
1,1132032,836451,47.608698734,-122.560996144,6/11/1979,54,8,68207,W
1,1132798,869426,47.699112899,-122.561385041,7/23/1981,108,6,68214,W
1,1128395,851072,47.648502634,-122.577294455,1/19/1989,141,6,68225,W
1,1128573,857667,47.666587214,-122.577277116,11/22/1991,224,6,68226,W
1,1137847,860098,47.673912076,-122.539911351,7/9/1991,46,6,68227,W
1,1137585,848223,47.641353024,-122.539728162,2/4/1985,58,6,68228,W
1,1129402,841775,47.623099136,-122.572220201,9/30/1991,138,6,68229,W
1,1137526,845573,47.634087104,-122.539689472,8/9/1990,125,6,68231,W
1,1141550,848061,47.641189023,-122.523634435,9/4/1986,54,6,68232,W
1,1128352,848425,47.641246129,-122.577186086,7/24/1979,74,6,68237,W
1,1137064,877162,47.720615164,-122.544883317,4/25/1988,119,6,68238,W
1,1134425,877260,47.720695694,-122.555609856,3/21/1990,130,6,68239,W
1,1132697,861549,47.677521197,-122.560959395,9/11/1982,68,6,68240,W
1,1134425,877260,47.720695694,-122.555609856,4/30/1990,71,6,68242,W
1,1142521,836921,47.610730152,-122.518541149,12/6/1989,308,6,68249,W
1,1136208,845611,47.634097696,-122.545036791,10/5/1988,127,,68258,W
1,1143824,837884,47.613460374,-122.513360529,1/29/1986,121,6,68265,W
1,1127169,853731,47.655700276,-122.582550840,9/1/1989,54,6,68267,W
1,1145102,836890,47.610825773,-122.508078735,5/2/1983,118,6,68270,W
1,1133706,852283,47.652202450,-122.555885331,4/11/1990,149,6,68281,W
1,1139354,867909,47.695422582,-122.534614843,11/20/1991,582,6,68286,W
1,1134425,877260,47.720695694,-122.555609856,3/16/1990,129,6,68288,W
1,1141672,853349,47.655688193,-122.523689986,11/20/1989,157,6,68291,W
1,1132821,870755,47.702756233,-122.561432699,3/2/1992,73,6,68296,W
1,1128332,847099,47.637611124,-122.577125564,12/18/1991,363,6,68298,W
1,1145428,846659,47.637618755,-122.507765559,11/2/1987,70,6,68299,W
1,1132659,862815,47.680987571,-122.561247840,7/3/1991,141,6,68313,W
1,1143824,837884,47.613460374,-122.513360529,8/20/1986,85,6,68316,W
1,1135744,877212,47.720658257,-122.550248718,3/18/1991,62,4,68320,W
1,1135744,877212,47.720658257,-122.550248718,5/4/1990,69,6,68321,W
1,1138998,852142,47.652192157,-122.534408833,4/23/1991,97,6,68327,W
1,1137675,852197,47.652249221,-122.539780029,10/10/1991,304,6,68328,W
1,1134118,869384,47.699092238,-122.556022649,1/24/1989,220,6,68333,W
1,1132798,869426,47.699112899,-122.561385041,8/1/1989,150,6,68340,W
1,1138185,871900,47.706275941,-122.539778566,11/5/1980,135,6,68346,W
1,1137467,842932,47.626845821,-122.539651736,4/25/1984,100,6,68348,W
1,1145562,850534,47.648246766,-122.507622235,6/18/1991,310,6,68358,W
1,1135279,861483,47.677524782,-122.550476190,12/19/1977,52,6,68359,W
1,1145428,846659,47.637618755,-122.507765559,10/25/1979,92,6,68362,W
1,1137990,866634,47.691832262,-122.540017163,10/27/1994,49,6,68370,W
1,1138968,850819,47.648564664,-122.534392082,10/13/1978,124,6,68371,W
1,1137646,850872,47.648616319,-122.539758647,4/24/1992,44,6,68376,W
1,1128573,857667,47.666587214,-122.577277116,10/12/1979,147,6,68380,W
1,1134151,870710,47.702728069,-122.556029029,12/30/1989,266,6,68383,W
1,1142896,849337,47.644780156,-122.518309238,11/25/1990,61,6,68392,W
1,1127207,856371,47.66293718,-122.582679500,1/16/1990,94,6,68405,W
1,1132448,854954,47.659431634,-122.561270253,12/6/1990,167,6,68408,W
1,1132448,854954,47.659431634,-122.561270253,8/17/1990,169,6,68409,W
1,1135645,874608,47.713515832,-122.550375797,5/2/1990,145,6,68410,W
1,1134028,865422,47.688229191,-122.555968683,9/23/1981,282,6,68413,W
1,1133988,861517,47.677525847,-122.555717898,9/23/1991,240,6,68414,W
1,1131101,853654,47.655772731,-122.566595523,5/10/1990,48,6,68416,W
1,1139051,854780,47.659424705,-122.534469897,9/4/1990,109,6,68419,W
1,1137064,877162,47.720615164,-122.544883317,5/12/1983,103,6,68430,W
1,1132659,862815,47.680987571,-122.561247840,5/25/1988,134,6,68436,W
1,1142004,867831,47.695395703,-122.523850864,12/13/1989,254,6,68438,W
1,1129938,858965,47.670242400,-122.571878262,3/24/1998,380,6,68449,W
1,1128861,831151,47.593947350,-122.573280867,8/20/1987,84,,68453,W
1,1141644,852030,47.652071807,-122.523666269,11/21/1979,204,6,68463,W
1,1135237,860170,47.673923885,-122.550508078,1/29/1990,30,6,68466,W
1,1138030,867946,47.695430241,-122.539992568,5/23/1991,444,6,68474,W
1,1135694,875910,47.717087012,-122.550314292,8/9/1989,215,6,68480,W
1,1131068,852330,47.652142294,-122.566588641,10/24/1990,74,6,68481,W
1,1129790,853680,47.655749711,-122.571915354,5/14/1990,59,6,68482,W
1,1135194,858855,47.670317430,-122.550543807,7/14/1988,111,6,68483,W
1,1135477,842320,47.625027443,-122.547653907,7/12/1989,244,6,68485,W
1,1139266,863979,47.684647334,-122.534560481,1/6/1989,133,6,68486,W
1,1134374,875960,47.717129856,-122.555679342,6/20/1975,62,6,68492,W
1,1132697,861549,47.677521197,-122.560959395,8/6/1980,40,6,68496,W
1,1140404,856044,47.662983910,-122.529113961,8/11/1990,48,6,68499,W
1,1135744,877212,47.720658257,-122.550248718,3/12/1991,120,6,68503,W
1,1143824,837884,47.613460374,-122.513360529,11/15/1989,142,6,68505,W
1,1135694,875910,47.717087012,-122.550314292,6/14/1983,105,6,68509,W
1,1136589,862753,47.681098073,-122.545294615,4/9/1981,67,6,68517,W
1,1134028,865422,47.688229191,-122.555968683,3/11/1980,40,6,68519,W
1,1127169,853731,47.655700276,-122.582550840,11/24/1986,53,6,68520,W
1,1134425,877260,47.720695694,-122.555609856,2/8/1982,116,6,68522,W
1,1132749,866768,47.691825994,-122.561301921,7/27/1989,183,6,68529,W
1,1142748,844065,47.630322926,-122.518362222,9/29/1994,338,6,68535,W
1,1127169,853731,47.655700276,-122.582550840,6/28/1988,73,6,68536,W
1,1146393,836871,47.610863675,-122.502845127,6/17/1983,78,6,68537,W
1,1134274,873359,47.709995561,-122.555810060,1/22/1990,179,6,68545,W
1,1137013,875860,47.717043851,-122.544953311,6/5/1989,126,6,68551,W
1,1130265,844405,47.630368128,-122.569001934,3/11/1986,53,6,68554,W
1,1145333,869747,47.700879295,-122.510537293,7/8/1988,120,6,68555,W
1,1142860,848022,47.641174149,-122.518318743,3/7/1984,91,6,68560,W
1,1132355,850981,47.648538012,-122.561226257,8/29/1980,55,6,68572,W
1,1135694,875910,47.717087012,-122.550314292,1/10/1992,172,6,68573,W
1,1139505,871860,47.706259769,-122.534415670,9/2/1977,165,6,68580,W
1,1131101,853654,47.655772731,-122.566595523,3/7/1990,100,6,68581,W
1,1139354,867909,47.695422582,-122.534614843,3/6/1991,481,6,68583,W
1,1129790,853680,47.655749711,-122.571915354,10/22/1990,54,6,68584,W
1,1129938,858965,47.670242400,-122.571878262,5/18/1987,128,6,68587,W
1,1144442,858541,47.670109911,-122.512992943,10/12/1987,220,6,68593,W
1,1135307,864084,47.684654060,-122.550637010,1/26/1981,105,16,68606,W
1,1131106,843067,47.626762065,-122.56545062,4/24/1991,55,6,68608,W
1,1131981,866969,47.692321720,-122.564440193,5/30/1989,80,6,68619,W
1,1131132,854977,47.659400277,-122.566610412,12/1/1987,75,6,68620,W
1,1128861,831151,47.593947350,-122.573280867,9/17/1991,86,6,68638,W
1,1132798,869426,47.699112899,-122.561385041,12/11/1987,173,6,68641,W
1,1142527,838843,47.615997488,-122.518716216,7/30/1978,160,6,68648,W
1,1138776,842882,47.626801463,-122.534340372,7/5/1981,89,6,68649,W
1,1132718,865452,47.688217688,-122.561288127,10/17/1986,148,6,68657,W
1,1138030,867946,47.695430241,-122.539992568,8/20/1977,300,6,68658,W
1,1135941,836343,47.608681661,-122.545144801,7/24/1979,90,6,68663,W
1,1128861,831151,47.593947350,-122.573280867,6/19/1986,43,6,68672,W
1,1137847,860098,47.673912076,-122.539911351,4/7/1987,99,6,68721,W
1,1127207,856371,47.66293718,-122.582679500,6/13/1986,75,6,68731,W
1,1132749,866768,47.691825994,-122.561301921,5/11/1990,125,6,68776,W
1,1129845,856325,47.663001551,-122.571974147,10/3/1984,82,6,68777,W
1,1137910,862719,47.681098667,-122.539930825,12/30/1983,57,6,68814,W
1,1131160,845707,47.634000241,-122.565512024,2/3/1993,249,6,68831,W
1,1137467,842932,47.626845821,-122.539651736,5/8/1978,102,6,68982,W
1,1134325,874659,47.713561413,-122.555740593,12/18/1984,268,6,69040,W
1,1134425,877260,47.720695694,-122.555609856,8/16/1989,118,6,69114,W
1,1142931,850651,47.648383346,-122.518303683,7/7/1992,105,6,69116,W
1,1145562,850534,47.648246766,-122.507622235,7/25/1986,328,6,69121,W
1,1128773,861618,47.677428169,-122.576887919,9/12/1991,60,6,69123,W
1,1136208,845611,47.634097696,-122.545036791,10/3/1973,80,6,69147,W
1,1143293,866485,47.691797898,-122.518479213,11/29/1978,43,6,69155,W
1,1129401,845750,47.633991603,-122.572647718,3/5/1991,248,6,69159,W
1,1128889,832512,47.597678921,-122.573312395,9/28/1992,12,48,69170,W
1,1142521,836921,47.610730152,-122.518541149,3/9/1992,164,6,69173,W
1,1142931,850651,47.648383346,-122.518303683,3/19/1982,90,6,69194,W
1,1142931,850651,47.648383346,-122.518303683,3/26/1982,91,6,69195,W
1,1140321,852087,47.652134846,-122.529037649,8/29/1989,254,6,69199,W
1,1134118,869384,47.699092238,-122.556022649,10/28/1985,283,6,69242,W
1,1136294,849586,47.644996386,-122.545106061,9/28/1978,169,6,69274,W
1,1129713,851040,47.648509961,-122.571946325,8/2/1984,40,6,69294,W
1,1134723,839026,47.615947230,-122.550363029,5/22/1984,235,6,69315,W
1,1139909,836221,47.608628229,-122.529052930,9/18/1987,640,8,69335,W
1,1142688,832163,47.59770331,-122.517371154,8/11/1987,91,8,69336,W
1,1139405,869226,47.699035032,-122.534545755,5/23/1988,63,6,69344,W
1,1142051,869147,47.699005124,-122.523797178,8/12/1988,26,6,69348,W
1,1143342,869124,47.699032768,-122.518554499,6/15/1977,31,6,69349,W
1,1138679,838904,47.615893670,-122.534317593,2/13/1990,377,6,69353,W
1,1138679,838904,47.615893670,-122.534317593,7/15/1984,105,6,69385,W
1,1142516,835960,47.608096339,-122.518461733,7/17/1995,858,6,69442,W
1,1139582,848805,47.643089130,-122.531691752,6/6/1975,183,6,69458,W
1,1128952,835235,47.605145289,-122.573347208,7/3/1976,67,6,69473,W
1,1128639,858987,47.670209045,-122.577150427,1/15/1990,167,6,69485,W
1,1145910,824092,47.575810856,-122.503486789,3/28/1988,309,6,69499,W
1,1134765,840350,47.619578374,-122.550332325,9/21/1979,115,6,69512,W
1,1144499,837402,47.612186724,-122.510575227,1/3/1979,554,6,69513,W
1,1143799,835923,47.608084821,-122.513258956,1/3/1979,554,6,69514,W
1,1137555,846897,47.637717292,-122.539710738,7/28/1988,115,6,69554,W
1,1142525,837883,47.613366632,-122.518624730,4/15/1988,121,6,69558,W
1,1145080,835891,47.608086633,-122.508064802,9/20/1986,313,6,69577,W
1,1127075,851104,47.648494916,-122.582650695,1/25/1990,117,6,69590,W
1,1139399,833579,47.601352298,-122.530843845,9/24/1986,135,6,69608,W
1,1132821,870755,47.702756233,-122.561432699,12/28/1988,121,6,69610,W
1,1139954,837536,47.612234929,-122.529007683,9/7/1988,195,6,69639,W
1,1143824,837884,47.613460374,-122.513360529,4/8/1988,116,6,69640,W
1,1137439,841610,47.623221166,-122.539626634,7/28/1988,105,6,69646,W
1,1132355,850981,47.648538012,-122.561226257,6/26/1980,47,6,69661,W
1,1139242,828218,47.586650228,-122.530920560,1/2/1978,300,6,69668,W
1,1127151,852411,47.652081886,-122.582482467,3/31/1980,72,6,69710,W
1,1131131,844388,47.630383753,-122.565489534,7/15/1981,358,6,69716,W
1,1142004,867831,47.695395703,-122.523850864,6/25/1987,78,6,69727,W
1,1135400,868021,47.695448838,-122.550675069,7/28/1986,89,6,69756,W
1,1136208,845611,47.634097696,-122.545036791,7/28/1986,110,6,69788,W
1,1140680,867871,47.695412077,-122.529228898,1/31/1978,523,6,69806,W
1,1138030,867946,47.695430241,-122.539992568,2/20/1990,37,36,69861,W
1,1128480,853706,47.655726521,-122.577231125,4/26/1983,83,6,69880,W
1,1139954,837536,47.612234929,-122.529007683,6/12/1984,207,6,69914,W
1,1127169,853731,47.655700276,-122.582550840,12/28/1977,59,6,69927,W
1,1136673,866670,47.691837429,-122.545366011,3/30/1984,251,6,69994,W
1,1132776,868093,47.695458668,-122.561332907,9/18/1981,283,6,70013,W
1,1132689,864134,47.684604039,-122.561266006,6/1/1979,102,6,70017,W
1,1144049,844048,47.630367469,-122.513086376,10/28/1988,135,6,70028,W
1,1132480,856277,47.663059246,-122.561280724,2/21/1990,118,6,70037,W
1,1131106,843067,47.626762065,-122.56545062,4/20/1993,42,6,70050,W
1,1133988,861517,47.677525847,-122.555717898,3/2/1984,30,6,70051,W
1,1146826,849196,47.644668312,-122.502358630,10/11/1993,246,6,70102,W
1,1131866,864291,47.684975253,-122.564622366,9/13/1985,253,6,70103,W
1,1129883,857645,47.666621367,-122.571960688,2/9/1988,135,6,70139,W
1,1127075,851104,47.648494916,-122.582650695,3/28/1992,139,6,70141,W
1,1128395,851072,47.648502634,-122.577294455,3/14/1981,152,6,70206,W
1,1129150,854358,47.657561474,-122.574583358,6/9/1983,50,6,70209,W
1,1144167,847987,47.641169784,-122.513015632,7/8/1986,58,6,70226,W
1,1129883,857645,47.666621367,-122.571960688,3/3/1983,67,6,70227,W
1,1141278,837490,47.612202102,-122.523637413,7/30/1986,217,8,70323,W
1,1136791,834988,47.605028886,-122.541558294,12/7/1987,157,6,70328,W
1,1132798,869426,47.699112899,-122.561385041,2/12/1991,294,6,70333,W
1,1128861,831151,47.593947350,-122.573280867,8/25/1992,71,6,70365,W
1,1145518,849242,47.644703235,-122.507667278,4/20/1988,262,6,70396,W
1,1132155,841724,47.623157086,-122.561056178,4/20/1976,98,6,70397,W
1,1143799,835923,47.608084821,-122.513258956,8/29/1980,255,,70398,W
1,1134723,839026,47.615947230,-122.550363029,1/26/1985,120,6,70407,W
1,1127570,832537,47.597652277,-122.578658734,12/23/1980,398,6,70439,W
1,1139909,836221,47.608628229,-122.529052930,4/10/1980,310,6,70447,W
1,1134832,842994,47.626828471,-122.550339394,8/25/1979,109,6,70467,W
1,1136645,865365,47.688259477,-122.545342279,4/12/1990,230,6,70474,W
1,1137910,862719,47.681098667,-122.539930825,8/6/1980,90,6,70476,W
1,1132749,866768,47.691825994,-122.561301921,11/14/1982,60,6,70480,W
1,1129022,849069,47.643059172,-122.574538183,10/4/1974,86,6,70486,W
1,1135366,866703,47.691834844,-122.550673958,1/15/1992,10,36,70548,W
1,1134147,833737,47.601412687,-122.552139602,12/11/1978,44,6,70562,W
1,1134118,869384,47.699092238,-122.556022649,9/11/1991,345,6,70573,W
1,1134056,866735,47.691829062,-122.555993975,6/3/1980,214,6,70574,W
1,1132718,865452,47.688217688,-122.561288127,2/18/1975,123,8,70575,W
1,1135194,858855,47.670317430,-122.550543807,11/29/1983,202,6,70613,W
1,1143799,835923,47.608084821,-122.513258956,10/13/1978,148,6,70628,W
1,1132749,866768,47.691825994,-122.561301921,11/26/1984,64,6,70631,W
1,1139454,870543,47.702647333,-122.534484776,4/9/1987,253,6,70654,W
1,1129672,848392,47.641250855,-122.571830468,8/9/1979,80,6,70664,W
1,1144167,847987,47.641169784,-122.513015632,8/2/1989,65,6,70671,W
1,1128521,845768,47.633977493,-122.576217217,10/19/1989,336,6,70685,W
1,1135057,853580,47.655852935,-122.550543142,12/15/1987,275,6,70723,W
1,1136673,866670,47.691837429,-122.545366011,11/8/1989,257,6,70729,W
1,1132480,856277,47.663059246,-122.561280724,8/11/1984,91,6,70733,W
1,1131033,851008,47.648517187,-122.566590082,9/10/1982,52,6,70749,W
1,1135645,874608,47.713515832,-122.550375797,6/15/1977,36,6,70769,W
1,1141614,850709,47.648449793,-122.523650457,8/10/1979,40,6,70827,W
1,1131237,858943,47.670275517,-122.566606092,3/25/1981,198,6,70828,W
1,1140680,867871,47.695412077,-122.529228898,3/7/1989,665,6,70841,W
1,1137990,866634,47.691832262,-122.540017163,3/22/1983,320,6,70849,W
1,1145307,830744,47.593997851,-122.506614251,6/22/1988,217,6,70860,W
1,1135237,860170,47.673923885,-122.550508078,7/15/1985,95,6,70868,W
1,1129938,858965,47.670242400,-122.571878262,3/10/1989,144,6,70874,W
1,1132821,870755,47.702756233,-122.561432699,1/24/1984,179,6,70905,W
1,1132749,866768,47.691825994,-122.561301921,9/30/1980,61,6,70917,W
1,1131981,866969,47.692321720,-122.564440193,10/4/1982,158,6,70938,W
1,1133479,841699,47.623183280,-122.555687007,11/6/1987,370,6,70948,W
1,1131162,856302,47.663033225,-122.566629573,10/11/1984,50,6,70982,W
1,1134181,872037,47.706366419,-122.556047694,8/26/1983,103,6,70983,W
1,1132798,869426,47.699112899,-122.561385041,7/23/1979,182,6,70987,W
1,1137728,854836,47.659484506,-122.539841926,9/17/1990,82,6,71022,W
1,1131910,865618,47.688614639,-122.564584797,3/17/1977,85,6,71031,W
1,1145913,826732,47.583045691,-122.503746295,8/23/1979,121,6,71091,W
1,1143316,867805,47.695416602,-122.518522994,6/6/1983,67,6,71099,W
1,1145102,836890,47.610825773,-122.508078735,10/30/1978,138,6,71134,W
1,1137990,866634,47.691832262,-122.540017163,4/3/1991,71,6,71142,W
1,1140571,862623,47.681023728,-122.529123224,8/24/1982,62,6,71159,W
1,1135400,868021,47.695448838,-122.550675069,9/26/1990,242,6,71166,W
1,1144591,828091,47.586677689,-122.509241015,5/14/1980,148,6,71178,W
1,1132952,873409,47.710038009,-122.561182520,7/24/1989,193,6,71212,W
1,1129401,845750,47.633991603,-122.572647718,2/12/1981,314,6,71214,W
1,1148029,846627,47.637712055,-122.497216657,10/2/1985,189,6,71234,W
1,1129713,851040,47.648509961,-122.571946325,3/29/1979,42,6,71236,W
1,1134151,870710,47.702728069,-122.556029029,6/20/1979,90,6,71248,W
1,1129713,851040,47.648509961,-122.571946325,12/5/1974,80,6,71267,W
1,1131488,831138,47.594100504,-122.562637403,5/9/1990,110,6,71287,W
1,1134802,841673,47.623206416,-122.550321778,5/24/1986,95,6,71310,W
1,1143824,837884,47.613460374,-122.513360529,8/9/1986,86,6,71315,W
1,1128889,832512,47.597678921,-122.573312395,3/14/1979,90,6,71393,W
1,1130268,835183,47.605097487,-122.568009402,5/4/1978,320,6,71394,W
1,1137526,845573,47.634087104,-122.539689472,3/22/1991,117,6,71436,W
1,1131106,843067,47.626762065,-122.56545062,10/19/1990,95,6,71458,W
1,1141969,866515,47.691787118,-122.523855840,12/21/1979,37,6,71478,W
1,1142004,867831,47.695395703,-122.523850864,2/28/1984,234,6,71495,W
1,1133654,849634,47.644939815,-122.555816151,9/4/1979,49,6,71498,W
1,1134114,832413,47.597782152,-122.552133710,3/2/1984,119,6,71538,W
1,1136673,866670,47.691837429,-122.545366011,8/10/1990,261,6,71543,W
1,1128639,858987,47.670209045,-122.577150427,7/9/1981,131,6,71558,W
1,1132821,870755,47.702756233,-122.561432699,2/9/1978,60,6,71600,W
1,1136589,862753,47.681098073,-122.545294615,3/8/1982,83,7,71610,W
1,1130992,848359,47.641255336,-122.566474848,3/9/1981,46,6,71628,W
1,1136124,841647,47.623229233,-122.544960599,2/28/1990,287,6,71666,W
1,1138876,846845,47.637668304,-122.534349429,4/23/1979,127,6,71675,W
1,1132845,872083,47.706396892,-122.561476197,12/12/1978,72,6,71714,W
1,1130970,847035,47.637625662,-122.566423378,10/16/1989,113,6,71735,W
1,1136673,866670,47.691837429,-122.545366011,1/19/1987,278,6,71737,W
1,1137910,862719,47.681098667,-122.539930825,10/2/1984,85,6,71759,W
1,1132821,870755,47.702756233,-122.561432699,6/8/1989,208,6,71807,W
1,1142004,867831,47.695395703,-122.523850864,10/10/1986,498,6,71808,W
1,1145387,845350,47.634028829,-122.507796666,8/29/1990,250,10,71858,W
1,1142896,849337,47.644780156,-122.518309238,7/23/1991,120,6,71878,W
