Number of Records,St Plane Xcoord Nr,St Plane Ycoord Nr,Src Lat,Src Lon,Well Comp Dt,Well Depth Qt,Well Diameter Qt,Well Log Id,Well Type Cd
1,1137498,844254,47.630470683,-122.539664679,4/3/2009,113,6,581259,W
1,1128503,855027,47.659348008,-122.577278973,5/20/2009,63.6,6,589417,W
1,1132952,873409,47.710038009,-122.561182520,3/13/2004,255,6,381569,W
1,1132659,862815,47.680987571,-122.561247840,5/28/2004,518,6,381565,W
1,1128573,857667,47.666587214,-122.577277116,11/22/2004,227,6,395720,W
1,1132260,845685,47.634018821,-122.561050197,12/3/2004,205,6,395710,W
1,1132480,856277,47.663059246,-122.561280724,12/23/2004,173,6,403470,W
1,1132798,869426,47.699112899,-122.561385041,1/7/2005,298,6,398008,W
1,1135411,832385,47.597797795,-122.546876160,2/18/2005,84,6,405630,W
1,1132334,849657,47.644908421,-122.561171082,9/14/2005,47,6,419435,W
1,1128480,853706,47.655726521,-122.577231125,10/6/2005,143,6,422513,W
1,1134863,844314,47.630447851,-122.550352853,10/26/2005,116,6,422509,W
1,1127262,857689,47.666552747,-122.582597594,11/4/2005,192,6,429251,W
1,1132718,865452,47.688217688,-122.561288127,11/17/2005,100,6,429254,W
1,1139051,854780,47.659424705,-122.534469897,4/17/2006,144,6,441468,W
1,1132821,870755,47.702756233,-122.561432699,7/7/2006,639,6,446936,W
1,1132821,870755,47.702756233,-122.561432699,11/4/2006,1015,6,463278,W
1,1137646,850872,47.648616319,-122.539758647,12/27/2001,114,6,340900,W
1,1146428,837889,47.613655782,-122.502808065,1/14/2002,508,16,330053,W
1,1132749,866768,47.691825994,-122.561301921,1/24/2001,69.5,6,367437,W
1,1127075,851104,47.648494916,-122.582650695,4/24/2001,75.5,6,367439,W
1,1134056,866735,47.691829062,-122.555993975,4/27/2001,83,6,403703,W
1,1132480,856277,47.663059246,-122.561280724,5/31/2001,98.5,6,367440,W
1,1132749,866768,47.691825994,-122.561301921,6/6/2001,68,6,367441,W
1,1135478,870667,47.702704921,-122.550637753,7/10/2003,309.5,6,367442,W
1,1135001,850934,47.648598247,-122.550491223,7/27/2003,360.5,6,367443,W
1,1135001,850934,47.648598247,-122.550491223,8/17/2001,407.3,6,367444,W
1,1134118,869384,47.699092238,-122.556022649,9/7/2001,236,6,367446,W
1,1133544,844340,47.630425000,-122.555702595,11/15/2001,151.3,6,367451,W
1,1133605,846985,47.637677369,-122.555734828,7/31/2003,135,6,367456,W
1,1145318,842713,47.626797800,-122.50780421,12/20/2002,80,6,369449,W
1,1135001,850934,47.648598247,-122.550491223,2/14/2003,103.5,6,367485,W
1,1143198,861209,47.677333768,-122.518316738,3/25/2003,84.9,6,367620,W
1,1142516,835960,47.608096339,-122.518461733,5/9/2003,202.3,6,367622,W
1,1128639,858987,47.670209045,-122.577150427,10/3/2003,131.5,6,389939,W
1,1137879,861410,47.677509520,-122.539919216,9/18/2002,51,6,345329,W
1,1132289,847008,47.637646265,-122.561072812,9/12/2005,114,5,415485,W
1,1139354,867909,47.695422582,-122.534614843,3/23/2005,540,6,416967,W
1,1127262,857689,47.666552747,-122.582597594,5/24/2005,219,6,415494,W
1,1142516,835960,47.608096339,-122.518461733,2/2/2005,202,6,415500,W
1,1142516,835960,47.608096339,-122.518461733,2/22/2005,202,6,415501,W
1,1140001,838854,47.615849985,-122.528954639,6/13/2005,324,6,415475,W
1,1145474,847948,47.641154217,-122.507712109,4/29/2002,161,6,334078,W
1,1142931,850651,47.648383346,-122.518303683,8/22/2002,115,6,343734,W
1,1131488,831138,47.594100504,-122.562637403,12/4/2002,112,6,361580,W
1,1138134,870583,47.702663502,-122.539847308,4/7/2003,196,6,358624,W
1,1127075,851104,47.648494916,-122.582650695,4/24/2003,129,6,362975,W
1,1127342,859008,47.670172856,-122.582414364,5/8/2003,119,6,366690,W
1,1139354,867909,47.695422582,-122.534614843,6/20/2003,495,6,366698,W
1,1128352,848425,47.641246129,-122.577186086,7/2/2003,73,6,369569,W
1,1128458,852384,47.652102359,-122.577179122,7/8/2003,73,6,369563,W
1,1131631,873456,47.710072062,-122.566550609,7/14/2003,75.6,6,369579,W
1,1136791,834988,47.605028886,-122.541558294,8/19/2003,187,6,369574,W
1,1140349,853406,47.655751230,-122.529061731,9/15/2003,102,6,372153,W
1,1128889,832512,47.597678921,-122.573312395,9/18/2003,78,6,372655,W
1,1134151,870710,47.702728069,-122.556029029,7/31/2002,37,,349949,W
1,1134151,870710,47.702728069,-122.556029029,7/31/2002,37,,349950,W
1,1138876,846845,47.637668304,-122.534349429,12/19/2003,140,6,373379,W
1,1132659,862815,47.680987571,-122.561247840,6/11/2004,660,6,382664,W
1,1142931,850651,47.648383346,-122.518303683,7/12/2004,66,6,383232,W
1,1142516,835960,47.608096339,-122.518461733,10/1/2003,264,6,371035,W
1,1132952,873409,47.710038009,-122.561182520,11/12/2003,200,6,372702,W
1,1136432,856195,47.663116513,-122.545241524,12/12/2003,175,8,374160,W
1,1145518,849242,47.644703235,-122.507667278,4/26/2004,352,6,380026,W
1,1135478,870667,47.702704921,-122.550637753,5/24/2004,290,6,380977,W
1,1135400,868021,47.695448838,-122.550675069,6/23/2004,286,6,383164,W
1,1138776,842882,47.626801463,-122.534340372,6/29/2004,55,6,386143,W
1,1133605,846985,47.637677369,-122.555734828,7/6/2004,103,6,383210,W
1,1128889,832512,47.597678921,-122.573312395,8/19/2004,96,6,394649,W
1,1129401,845750,47.633991603,-122.572647718,8/31/2004,179,6,399794,W
1,1136964,874557,47.713469934,-122.545015070,9/9/2004,126,6,392291,W
1,1133605,846985,47.637677369,-122.555734828,9/15/2004,108,6,390663,W
1,1133605,846985,47.637677369,-122.555734828,9/20/2004,78,6,390664,W
1,1145428,846659,47.637618755,-122.507765559,10/21/2004,133,6,395726,W
1,1131488,831138,47.594100504,-122.562637403,10/26/2004,59,6,392293,W
1,1134863,844314,47.630447851,-122.550352853,10/29/2004,79,6,395725,W
1,1129883,857645,47.666621367,-122.571960688,12/7/2004,99,6,399791,W
1,1138630,837584,47.61227299,-122.534378170,12/20/2004,273,6,399793,W
1,1138083,869265,47.699048316,-122.539915936,2/3/2005,401,6,408062,W
1,1137013,875860,47.717043851,-122.544953311,5/3/2005,134,6,411367,W
1,1137013,875860,47.717043851,-122.544953311,5/10/2005,202,6,411198,W
1,1138030,867946,47.695430241,-122.539992568,7/11/2005,364,6,422496,W
1,1145421,834702,47.604852143,-122.506560411,6/15/2005,402,6,419866,W
1,1145474,847948,47.641154217,-122.507712109,7/19/2005,157,6,416597,W
1,1140404,856044,47.662983910,-122.529113961,7/26/2005,192,6,416598,W
1,1140404,856044,47.662983910,-122.529113961,9/7/2005,279,6,422518,W
1,1132798,869426,47.699112899,-122.561385041,10/1/2005,201,6,422494,W
1,1131519,832471,47.597755565,-122.562653065,11/1/2005,123,6,431790,W
1,1125851,853753,47.655665060,-122.587898617,11/16/2005,108,6,431858,W
1,1129402,841775,47.623099136,-122.572220201,2/23/2006,325,6,432920,W
1,1129404,844423,47.630355499,-122.572494170,4/27/2006,135,6,457710,W
1,1127207,856371,47.66293718,-122.582679500,6/29/2006,56,6,446989,W
1,1132849,833770,47.601410438,-122.557402088,7/26/2006,159,6,457712,W
1,1132849,833770,47.601410438,-122.557402088,4/16/2010,372,6,654735,W
1,1138134,870583,47.702663502,-122.539847308,7/19/2006,373,6,453912,W
1,1133939,860201,47.673916228,-122.555777514,4/1/2005,66.7,6,405612,W
1,1131237,858943,47.670275517,-122.566606092,11/15/2007,153,6,505375,W
1,1129938,858965,47.670242400,-122.571878262,4/1/2005,153.2,6,405613,W
1,1132821,870755,47.702756233,-122.561432699,11/8/2007,985,6,505388,W
1,1140596,863933,47.684615186,-122.529158558,8/30/2006,195,6,458250,W
1,1132191,843044,47.626776829,-122.561050096,9/13/2006,312,6,458249,W
1,1132355,850981,47.648538012,-122.561226257,9/20/2006,80,6,458248,W
1,1137064,877162,47.720615164,-122.544883317,10/5/2006,478,6,460455,W
1,1137585,848223,47.641353024,-122.539728162,5/17/2007,55,6,487857,W
1,1137990,866634,47.691832262,-122.540017163,9/6/2007,484,6,504981,W
1,1137990,866634,47.691832262,-122.540017163,6/27/2008,532,5,541959,W
1,1134181,872037,47.706366419,-122.556047694,1/11/2008,58,6,515892,W
1,1132355,850981,47.648538012,-122.561226257,6/19/2008,57,6,535065,W
1,1134947,848285,47.641335453,-122.550430893,9/12/2006,187,6,456454,W
1,1140349,853406,47.655751230,-122.529061731,10/2/2006,120,6,462043,W
1,1144248,850591,47.648311172,-122.512956714,12/13/2006,359,6,465042,W
1,1131106,843067,47.626762065,-122.56545062,4/16/2007,67,6,481863,W
1,1128704,860305,47.673825316,-122.577027563,6/25/2006,170,6,454823,W
1,1146777,847915,47.641154573,-122.502425426,12/11/2007,90,5,544628,W
1,1132749,866768,47.691825994,-122.561301921,3/4/2007,79,6,478245,W
1,1135480,835027,47.605042631,-122.546874442,4/19/2016,142.8,12,1564851,W
1,1134028,865422,47.688229191,-122.555968683,11/12/2007,130,6,698183,W
1,1136589,862753,47.681098073,-122.545294615,11/11/2007,132.5,6,698185,W
1,1132821,870755,47.702756233,-122.561432699,10/8/2009,1092,4,613431,W
1,1128704,860305,47.673825316,-122.577027563,2/1/2010,98.2,6,634115,W
1,1134863,844314,47.630447851,-122.550352853,2/19/2010,97.5,6,636933,W
1,1134374,875960,47.717129856,-122.555679342,6/24/2008,77,6,537898,W
1,1127189,855052,47.659321544,-122.582611217,6/25/2008,76,6,537897,W
1,1145474,847948,47.641154217,-122.507712109,7/25/2008,101,6,551569,W
1,1140349,853406,47.655751230,-122.529061731,6/25/2014,219,6,992873,W
1,1139354,867909,47.695422582,-122.534614843,10/16/2008,673,5,554940,W
1,1132798,869426,47.699112899,-122.561385041,10/28/2008,218,6,571986,W
1,1133677,850959,47.648572292,-122.555862957,11/4/2008,111,6,571991,W
1,1140680,867871,47.695412077,-122.529228898,1/29/2009,714,6,572022,W
1,1140680,867871,47.695412077,-122.529228898,6/9/2009,1105,4,593082,W
1,1139051,854780,47.659424705,-122.534469897,2/20/2009,108,6,578544,W
1,1136723,832348,47.597789602,-122.541556892,3/13/2009,87,6,578541,W
1,1132225,844365,47.630399163,-122.561052226,6/23/2009,289,6,600933,W
1,1130992,848359,47.641255336,-122.566474848,3/1/2010,111,6,647051,W
1,1132334,849657,47.644908421,-122.561171082,6/4/2010,111,6,655378,W
1,1127207,856371,47.66293718,-122.582679500,6/28/2011,141,6,740280,W
1,1129763,852358,47.652125187,-122.571883990,3/2/2012,65,6,784963,W
1,1136086,840323,47.619598381,-122.544975458,4/16/2012,199,6,788683,W
1,1141644,852030,47.652071807,-122.523666269,9/7/2018,231.5,6,1865629,W
1,1138630,837584,47.61227299,-122.534378170,3/31/2016,215,6,1564410,W
1,1127151,852411,47.652081886,-122.582482467,4/18/2016,84,6,1585294,W
1,1133577,845660,47.634044515,-122.555708311,10/26/2007,119,6,505645,W
1,1132845,872083,47.706396892,-122.561476197,11/7/2007,356,6,514737,W
1,1128889,832512,47.597678921,-122.573312395,11/15/2007,98,6,507551,W
1,1137675,852197,47.652249221,-122.539780029,1/17/2008,285,6,518204,W
1,1142931,850651,47.648383346,-122.518303683,3/16/2011,113,6,718039,W
1,1130239,840442,47.619506571,-122.568685897,2/12/2008,70,6,556358,W
1,1128889,832512,47.597678921,-122.573312395,2/12/2008,95,6,525052,W
1,1135028,852258,47.652228263,-122.550521342,6/22/2009,314,6,610501,W
1,1135645,874608,47.713515832,-122.550375797,8/24/2009,219,6,610223,W
1,1145080,835891,47.608086633,-122.508064802,3/29/2010,207,6,654739,W
1,1133577,845660,47.634044515,-122.555708311,4/23/2010,111,6,650501,W
1,1138083,869265,47.699048316,-122.539915936,5/6/2010,301,6,661454,W
1,1139354,867909,47.695422582,-122.534614843,7/8/2010,533,6,665063,W
1,1132749,866768,47.691825994,-122.561301921,9/8/2010,67,6,704728,W
1,1135400,868021,47.695448838,-122.550675069,9/1/2010,199,6,670891,W
1,1130290,837808,47.612292334,-122.568199212,4/23/2013,102,6,860183,W
1,1132155,841724,47.623157086,-122.561056178,10/25/2015,316,6,1583344,W
1,1142525,837883,47.613366632,-122.518624730,10/14/2013,153,6,1583341,W
1,1132225,844365,47.630399163,-122.561052226,4/12/2016,279,6,1618578,W
1,1129790,853680,47.655749711,-122.571915354,6/23/2009,60.6,6,599765,W
1,1144208,849288,47.644737776,-122.512984044,7/16/2009,151.6,6,603713,W
1,1134151,870710,47.702728069,-122.556029029,10/15/2009,76,6,613635,W
1,1134863,844314,47.630447851,-122.550352853,11/12/2009,115.4,6,623159,W
1,1133577,845660,47.634044515,-122.555708311,9/8/2010,76,6,675106,W
1,1144405,857227,47.666506621,-122.513006972,1/21/2011,275,6,710871,W
1,1136760,869303,47.699058541,-122.545290074,1/14/2011,288,6,710873,W
1,1143809,836902,47.610768314,-122.513319716,2/7/2011,162,6,710868,W
1,1132334,849657,47.644908421,-122.561171082,4/1/2011,84,6,716367,W
1,1131981,866969,47.692321720,-122.564440193,5/20/2011,300,6,730454,W
1,1141278,837490,47.612202102,-122.523637413,6/6/2011,195,6,735097,W
1,1131981,866969,47.692321720,-122.564440193,12/8/2011,331,6,769359,W
1,1142525,837883,47.613366632,-122.518624730,7/6/2012,149,6,804124,W
1,1142525,837883,47.613366632,-122.518624730,2/28/2013,165,6,847583,W
1,1134151,870710,47.702728069,-122.556029029,6/14/2013,355,6,889127,W
1,1134151,870710,47.702728069,-122.556029029,7/21/2014,355,6,986396,W
1,1136757,833668,47.601409247,-122.541557592,4/29/2013,49.8,8,862684,W
1,1144248,850591,47.648311172,-122.512956714,7/2/2013,161,6,871392,W
1,1132798,869426,47.699112899,-122.561385041,11/15/2013,124,6,889124,W
1,1144208,849288,47.644737776,-122.512984044,12/8/2014,168,6,1003220,W
1,1143824,837884,47.613460374,-122.513360529,12/17/2014,110,6,1003175,W
1,1132776,868093,47.695458668,-122.561332907,3/11/2015,126,8,1006657,W
1,1141323,838801,47.615797833,-122.523591381,3/26/2015,232,6,1017014,W
1,1145518,849242,47.644703235,-122.507667278,7/9/2015,214,6,1038832,W
1,1138907,848170,47.641301368,-122.534362328,11/6/2015,92,6,1096116,W
1,1141924,863887,47.684582648,-122.523764758,2/11/2016,173,6,1493197,W
1,1129694,849717,47.644883260,-122.571882416,8/19/2016,80,6,1595108,W
1,1136713,867983,47.695438149,-122.545341882,9/21/2016,340,6,1599569,W
1,1132749,866768,47.691825994,-122.561301921,2/28/2017,141,6,1619435,W
1,1132749,866768,47.691825994,-122.561301921,2/28/2017,141,6,1619446,W
1,1132749,866768,47.691825994,-122.561301921,3/8/2017,141,6,1619380,W
1,1136964,874557,47.713469934,-122.545015070,3/20/2017,180,6,1619383,W
1,1136964,874557,47.713469934,-122.545015070,3/20/2017,180,6,1619445,W
1,1136181,844289,47.630473126,-122.545007266,3/28/2017,101,6,1619785,W
1,1145102,836890,47.610825773,-122.508078735,4/3/2017,271,6,1627472,W
1,1145102,836890,47.610825773,-122.508078735,7/17/2017,245,6,1665659,W
1,1138907,848170,47.641301368,-122.534362328,7/24/2017,99.6,6,1670658,W
1,1134274,873359,47.709995561,-122.555810060,9/7/2017,407,6,1645137,W
1,1130209,832490,47.597713614,-122.567962318,9/15/2017,81,6,1668715,W
1,1134947,848285,47.641335453,-122.550430893,11/16/2017,142,6,1669923,W
1,1129790,853680,47.655749711,-122.571915354,11/21/2018,67,6,1857666,W
1,1143809,836902,47.610768314,-122.513319716,4/9/2018,163,6,1857691,W
1,1127189,855052,47.659321544,-122.582611217,5/17/2018,133,6,1713961,W
1,1140001,838854,47.615849985,-122.528954639,7/17/2018,0,0,1775411,W
1,1138045,832300,47.597751730,-122.536195961,7/11/2018,18,6,1780409,W
1,1137013,875860,47.717043851,-122.544953311,7/5/2011,198,6,740276,W
1,1130281,845730,47.634000122,-122.569078004,9/19/2011,226,6,756449,W
1,1129883,857645,47.666621367,-122.571960688,10/5/2011,97,6,759732,W
1,1145421,834702,47.604852143,-122.506560411,10/6/2011,200,6,756447,W
1,1128332,847099,47.637611124,-122.577125564,1/10/2012,165,6,787585,W
1,1137675,852197,47.652249221,-122.539780029,1/12/2012,247,6,776974,W
1,1140291,850764,47.648507352,-122.529021264,4/25/2012,57,6,792768,W
1,1140596,863933,47.684615186,-122.529158558,8/2/2012,195,6,816422,W
1,1143799,835923,47.608084821,-122.513258956,3/8/2013,313,6,863173,W
1,1143799,835923,47.608084821,-122.513258956,9/3/2013,517,6,918450,W
1,1137616,849549,47.644988821,-122.539741533,2/7/2013,119.6,6,847149,W
1,1138998,852142,47.652192157,-122.534408833,12/21/2012,204,6,816221,W
1,1137616,849549,47.644988821,-122.539741533,8/14/2013,121,6,940097,W
1,1129713,851040,47.648509961,-122.571946325,2/6/2014,75,6,911458,W
1,1145421,834702,47.604852143,-122.506560411,3/14/2014,32,6,920668,W
1,1140680,867871,47.695412077,-122.529228898,6/11/2014,337,6,946809,W
1,1129883,857645,47.666621367,-122.571960688,7/16/2014,168,6,979208,W
1,1144208,849288,47.644737776,-122.512984044,9/5/2015,43.6,8,1029112,W
1,1136181,844289,47.630473126,-122.545007266,11/20/2014,136.1,6,1029113,W
1,1137526,845573,47.634087104,-122.539689472,12/18/2013,95,6,909744,W
1,1133939,860201,47.673916228,-122.555777514,7/15/2013,73,6,868886,W
1,1136723,832348,47.597789602,-122.541556892,11/1/2013,76,6,892587,W
1,1133511,843020,47.626805477,-122.555696880,12/26/2013,180,6,905186,W
1,1129845,856325,47.663001551,-122.571974147,3/4/2015,68,6,1001178,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961371,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961402,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961403,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879029,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879031,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879033,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879035,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879037,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879039,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879041,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879043,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879045,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879023,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879025,W
1,1138810,844201,47.630418316,-122.534340479,6/18/2013,20,1.5,879027,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879003,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879005,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879007,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879009,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879011,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879013,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879015,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879017,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879019,W
1,1138810,844201,47.630418316,-122.534340479,6/27/2013,20,1.5,879021,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961446,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961375,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961404,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961400,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961377,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961401,W
1,1138810,844201,47.630418316,-122.534340479,7/9/2013,20,1.5,961452,W
1,1138998,852142,47.652192157,-122.534408833,11/18/2014,231,6,1003118,W
1,1142931,850651,47.648383346,-122.518303683,12/19/2014,100,6,1003196,W
1,1134181,872037,47.706366419,-122.556047694,12/22/2014,73,6,1003197,W
1,1145102,836890,47.610825773,-122.508078735,3/4/2015,235,6,1006166,W
1,1136086,840323,47.619598381,-122.544975458,1/21/2015,195,6,976239,W
1,1130281,845730,47.634000122,-122.569078004,3/24/2015,378,6,1013062,W
1,1145518,849242,47.644703235,-122.507667278,4/17/2015,126,6,1026790,W
1,1145518,849242,47.644703235,-122.507667278,5/18/2015,204,6,1026819,W
1,1139505,871860,47.706259769,-122.534415670,5/15/2015,230,6,1049015,W
1,1144591,828091,47.586677689,-122.509241015,10/15/2015,184,6,1106786,W
1,1135446,833706,47.601420252,-122.546873275,10/5/2016,92,6,1601529,W
1,1125851,853753,47.655665060,-122.587898617,4/20/2016,47,6,1616648,W
1,1129999,860283,47.673858378,-122.571771269,5/4/2017,129,8,1624698,W
1,1141582,849386,47.644822152,-122.523642550,5/25/2017,86.7,6,1641836,W
1,1135480,835027,47.605042631,-122.546874442,8/4/2017,322,8,1727051,W
1,1127342,859008,47.670172856,-122.582414364,9/18/2018,260,6,1871379,W
1,1139505,871860,47.706259769,-122.534415670,10/30/2018,176,6,1868726,W
1,1136806,870624,47.702681596,-122.545242423,4/8/2015,340,6,1025504,W
1,1131959,865610,47.688596233,-122.564385093,1/20/2015,139,6,1003023,W
1,1137526,845573,47.634087104,-122.539689472,6/1/2018,135,6,1775106,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600386,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600387,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600388,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600389,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600390,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600391,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600392,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600393,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600394,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600395,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600396,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600397,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600398,W
1,1137498,844254,47.630470683,-122.539664679,7/13/2016,30,12,1600399,W
1,1131132,854977,47.659400277,-122.566610412,9/21/2017,72.84,6,1641909,W
1,1127262,857689,47.666552747,-122.582597594,5/5/2016,57,6,1566136,W
1,1127262,857689,47.666552747,-122.582597594,6/22/2016,167,6,1585306,W
1,1127262,857689,47.666552747,-122.582597594,9/7/2016,167,6,1598843,W
1,1127262,857689,47.666552747,-122.582597594,6/24/2016,70,6,1585276,W
1,1127262,857689,47.666552747,-122.582597594,3/22/2017,58,6,1620736,W
1,1132155,841724,47.623157086,-122.561056178,2/2/2017,114,6,1615932,W
1,1140620,865244,47.688209307,-122.529198061,4/25/2017,126,6,1878364,W
1,1135001,850934,47.648598247,-122.550491223,12/13/2017,146,6,1657005,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594313,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594314,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594315,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594316,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594361,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594362,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594363,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594364,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594365,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594366,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594367,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594368,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594369,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594370,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594371,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594372,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594373,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594374,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594375,W
1,1137498,844254,47.630470683,-122.539664679,8/11/2016,20,1.5,1594376,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589842,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589843,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589844,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589845,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589846,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589847,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589848,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589849,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589850,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589851,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589852,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589853,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589854,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589855,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589856,W
1,1137498,844254,47.630470683,-122.539664679,7/12/2016,15,1.5,1589857,W
1,1128395,851072,47.648502634,-122.577294455,12/18/2018,58.44,6,1903211,W
1,1142931,850651,47.648383346,-122.518303683,8/15/2017,119.5,6,1665668,W
1,1127262,857689,47.666552747,-122.582597594,4/25/2018,59,6,1854554,W
1,1139144,858731,47.670257991,-122.534506128,5/1/2018,48,6,1854541,W
1,1138998,852142,47.652192157,-122.534408833,6/12/2018,106,6,1746108,W
1,1139954,837536,47.612234929,-122.529007683,11/1/2017,317,6,1662481,W
1,1133629,848309,47.641307189,-122.555777461,11/16/2017,56,6,1710455,W
1,1140596,863933,47.684615186,-122.529158558,1/19/2018,216,6,1869616,W
1,1135594,873308,47.709949984,-122.550445624,1/24/2018,295,6,1854081,W
1,1132952,873409,47.710038009,-122.561182520,3/2/2018,318,6,1823004,W
1,1128861,831151,47.593947350,-122.573280867,8/11/2003,61,6,403706,W
