well_log_id,well_depth_qt,well_diameter_qt,well_comp_dt,well_type_cd,ST_PLANE_XCOORD_NR,ST_PLANE_YCOORD_NR,srcLat,srcLon
69662,83,6,4/24/1986,W,1094263,859903,47.67015451,-122.7167055
69668,300,6,1/2/1978,W,1139242,828218,47.58665023,-122.5309206
69675,258,6,6/15/1978,W,1140522,902185,47.78942602,-122.5334615
69679,326,6,11/15/1990,W,1112661,900308,47.78225976,-122.6465317
69680,45,6,4/19/1991,W,1131583,805866,47.52485285,-122.5595787
69687,48,6,4/24/1992,W,1131554,804529,47.52118684,-122.5595548
69688,226,6,8/16/1974,W,1125428,819199,47.56094692,-122.5859073
69691,319,6,8/1/1985,W,1031307,822546,47.56267222,-122.967329
69692,237,6,7/13/1990,W,1101630,880992,47.72850313,-122.6891951
69694,142,6,5/16/1991,W,1140825,912802,47.8185385,-122.5333426
69699,67,6,1/5/1987,W,1140701,908849,47.80769839,-122.5334324
69700,302,6,9/6/1984,W,1074362,851218,47.64479676,-122.796408
69707,340,6,10/29/1990,W,1102027,898057,47.77529105,-122.6895071
69709,420,6,9/14/1981,W,1111820,870088,47.69939319,-122.6466064
69710,72,6,3/31/1980,W,1127151,852411,47.65208189,-122.5824825
69711,97,6,6/27/1978,W,1108146,878149,47.72120585,-122.6624161
69714,399,6,5/15/1992,W,1055941,831171,47.58837443,-122.8686538
69716,358,6,7/15/1981,W,1131131,844388,47.63038375,-122.5654895
69721,78,6,10/14/1991,W,1117006,917330,47.82922199,-122.6307378
69727,78,6,6/25/1987,W,1142004,867831,47.6953957,-122.5238509
69728,94,6,7/23/1984,W,1114014,859422,47.67033034,-122.6365281
69732,175,6,5/28/1991,W,1144874,913964,47.82200732,-122.5169912
69737,178,6,10/23/1975,W,1136612,904899,47.79658517,-122.5496462
69739,81,6,4/16/1981,W,1128818,913204,47.81878149,-122.5822319
69742,46,6,1/15/1990,W,1122993,893502,47.7643742,-122.6037905
69745,515,6,1/16/1990,W,1079584,851103,47.64489643,-122.7752214
69746,81,6,5/17/1979,W,1056006,821917,47.56302342,-122.8672653
69747,110,6,4/26/1989,W,1079454,847114,47.63395608,-122.7752818
69749,165,6,10/4/1993,W,1058277,807284,47.52311404,-122.8563015
69756,89,6,7/28/1986,W,1135400,868021,47.69544884,-122.5506751
69761,165,6,1/14/1980,W,1094160,857255,47.66289086,-122.7168214
69764,182,6,11/6/1990,W,1110503,870123,47.69939074,-122.6519559
69766,257,6,9/6/1990,W,1111444,905619,47.7967208,-122.6520684
69767,295,6,5/9/1978,W,1105391,834443,47.60123846,-122.6687222
69778,67,6,8/21/1980,W,1124375,897405,47.77516945,-122.5985962
69781,340,6,8/20/1993,W,1074269,847269,47.63396896,-122.7963188
69784,68,6,3/8/1991,W,1071777,853892,47.6519168,-122.8072063
69788,110,6,7/28/1986,W,1136208,845611,47.6340977,-122.5450368
69792,140,6,5/20/1994,W,1054707,821869,47.56278493,-122.8725181
69793,340,6,4/2/1992,W,1072997,848617,47.63756091,-122.8016347
69795,314,6,11/10/1992,W,1062157,838303,47.60842528,-122.8443364
69799,114,6,6/29/1992,W,1141449,888846,47.75294129,-122.5282973
69800,154,6,3/28/1985,W,1115631,913418,47.81840149,-122.6359013
69806,523,6,1/31/1978,W,1140680,867871,47.69541208,-122.5292289
69809,68,6,4/28/1975,W,1121689,893520,47.76432808,-122.6090919
69812,73,6,12/8/1979,W,1054625,824607,47.57028042,-122.8731837
69819,169,6,1/7/1991,W,1140197,943390,47.90230385,-122.5391151
69821,83,6,1/4/1984,W,1079584,851103,47.64489643,-122.7752214
69823,156,6,10/8/1990,W,1073097,853871,47.65196496,-122.801851
69833,101,6,9/23/1982,W,1130965,939676,47.89146791,-122.5763331
69836,216,6,11/18/1983,W,1065134,848826,47.63750035,-122.8335361
69837,168,6,1/27/1982,W,1116310,891021,47.75708453,-122.6306773
69838,97,6,4/18/1978,W,1123553,915956,47.82593897,-122.6039493
69839,432,6,4/15/1992,W,1133892,902245,47.78911888,-122.5604251
69848,155,6,10/21/1976,W,1118653,839410,47.61583633,-122.6155307
69851,195,,7/27/1985,W,1102875,878325,47.72129009,-122.6838391
69853,79,6,6/15/1981,W,1079584,851103,47.64489643,-122.7752214
69854,232,6,8/1/1988,W,1065095,847498,47.63385847,-122.8335349
69856,87,6,12/20/1988,W,1102339,865053,47.68488343,-122.6845226
69858,167,6,11/2/1978,W,1035097,824975,47.56965153,-122.9522925
69859,222,6,7/3/1989,W,1061227,850192,47.64092529,-122.8495398
69861,37,36,2/20/1990,W,1138030,867946,47.69543024,-122.5399926
69865,58,6,2/25/1981,W,1098398,865140,47.68482157,-122.7005241
69872,90,6,7/30/1987,W,1118365,866026,47.68874796,-122.6195971
69873,366,6,8/26/1991,W,1045604,841399,47.61554045,-122.9117868
69880,83,6,4/26/1983,W,1128480,853706,47.65572652,-122.5772311
69881,258,6,3/24/1984,W,1134378,919681,47.83692844,-122.5603012
69895,206,6,2/9/1993,W,1128461,901246,47.78599069,-122.5823996
69903,215,6,9/22/1986,W,1122580,880294,47.7281532,-122.6040368
69911,101,6,10/1/1992,W,1083230,840380,47.61580186,-122.7591926
69914,207,6,6/12/1984,W,1139954,837536,47.61223493,-122.5290077
69917,256,6,6/22/1987,W,1088986,869447,47.69589692,-122.7392115
69918,82,6,10/17/1978,W,1059868,848870,47.63719197,-122.8548894
69921,40,6,9/25/1980,W,1104509,851773,47.64865912,-122.6742314
69923,238,6,4/8/1985,W,1056232,833266,47.59413872,-122.8677299
69927,59,6,12/28/1977,W,1127169,853731,47.65570028,-122.5825508
69928,55,6,10/13/1989,W,1104262,880925,47.72851927,-122.6784987
69931,102,6,7/30/1982,W,1058549,848870,47.63708391,-122.8602365
69932,178,6,7/22/1976,W,1106827,878213,47.72128199,-122.6677791
69936,197,6,8/21/1974,W,1149546,909106,47.80902199,-122.4974825
69938,80,6,3/25/1983,W,1089337,868107,47.6922526,-122.7376326
69943,238,6,8/19/1991,W,1061227,850192,47.64092529,-122.8495398
69944,95,6,5/11/1977,W,1088741,876106,47.71412348,-122.7409739
69947,155,6,10/7/1989,W,1150526,909510,47.81019693,-122.4935378
69949,83,6,1/24/1980,W,1134830,890354,47.75660378,-122.5553511
69951,85,6,4/3/1988,W,1096761,857223,47.66300306,-122.7062679
69952,103,6,8/15/1990,W,1082381,856323,47.65942004,-122.7644884
69955,152,6,11/29/1977,W,1109832,854271,47.65590418,-122.6529228
69958,324,6,1/31/1981,W,1123875,878942,47.72454315,-122.5986314
69962,184,6,12/6/1990,W,1140908,915441,47.82577527,-122.5332817
69966,106,6,7/28/1977,W,1128818,913204,47.81878149,-122.5822319
69967,223,6,1/16/1978,W,1128818,913204,47.81878149,-122.5822319
69968,60,6,7/19/1979,W,1128797,911896,47.81519607,-122.5821768
69972,80,6,6/13/1978,W,1059946,851527,47.64447845,-122.8548949
69978,350,6,10/29/1980,W,1062219,839619,47.6120362,-122.8442437
69990,53,6,9/17/1990,W,1110681,875394,47.713847,-122.6518172
69994,251,6,3/30/1984,W,1136673,866670,47.69183743,-122.545366
69997,215,6,8/17/1973,W,1102089,900620,47.78231823,-122.6895444
70003,235,6,9/1/1989,W,1140600,904847,47.79672558,-122.5334234
70005,34,6,11/29/1979,W,1032459,825120,47.56982354,-122.9629911
70006,364,6,2/22/1978,W,1150145,909082,47.80899778,-122.4950436
70013,283,6,9/18/1981,W,1132776,868093,47.69545867,-122.5613329
70017,102,6,6/1/1979,W,1132689,864134,47.68460404,-122.561266
